id_cliente,consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria_maior_consumo
551,846.6,False,25,Comercial,11.1,Iluminação
552,402.2,False,6,Casa,2.4,Climatização
553,507.3,False,17,Casa,9.4,Refrigeração
554,498.8,False,17,Casa,4.8,Refrigeração
555,518.9,True,22,Apartamento,1.8,Refrigeração
556,224.4,False,6,Apartamento,2.4,Outros
557,368.3,True,4,Apartamento,7.6,Outros
558,714.9,False,12,Comercial,6.7,Climatização
559,540.5,False,15,Casa,11.5,Iluminação
560,666.7,True,2,Comercial,6.1,Serviços
561,507.1,True,15,Casa,3.2,Serviços
562,415.9,True,15,Apartamento,3.3,Tecnologia
563,273.3,False,4,Apartamento,4.8,Climatização
564,381.7,True,10,Casa,0.4,Iluminação
565,449.6,False,9,Casa,8.4,Tecnologia
566,589.5,False,22,Casa,7.4,Tecnologia
567,368.3,False,6,Casa,4.4,Serviços
568,870.1,False,17,Comercial,9.8,Refrigeração
569,556.6,True,12,Casa,6.4,Climatização
570,414.3,True,6,Casa,3.4,Tecnologia
571,725.1,False,12,Comercial,9.1,Serviços
572,438.4,True,4,Casa,5.6,Tecnologia
573,482.4,True,17,Apartamento,6.7,Iluminação
574,681.6,False,15,Comercial,3.9,Refrigeração
575,301.9,True,5,Apartamento,1.9,Outros
576,241.7,False,5,Apartamento,2.9,Tecnologia
577,487.3,True,7,Casa,9.5,Eletrodomésticos
578,293.8,False,2,Casa,2.6,Eletrodomésticos
579,363.3,False,4,Casa,1.6,Climatização
580,591.0,False,24,Casa,1.5,Serviços
581,439.0,True,13,Casa,5.3,Eletrodomésticos
582,683.9,True,25,Casa,10.6,Tecnologia
583,438.2,True,17,Apartamento,5.7,Outros
584,689.6,True,2,Comercial,7.3,Iluminação
585,628.8,True,21,Casa,10.9,Serviços
586,460.1,True,18,Apartamento,2.6,Refrigeração
587,417.4,False,6,Casa,9.5,Tecnologia
588,801.4,False,14,Comercial,10.8,Outros
589,609.3,True,19,Apartamento,11.3,Refrigeração
590,736.8,True,4,Comercial,5.9,Refrigeração
591,1095.2,True,21,Comercial,10.4,Climatização
592,618.5,True,9,Casa,11.3,Iluminação
593,313.4,False,7,Apartamento,9.3,Tecnologia
594,922.1,False,25,Comercial,6.5,Climatização
595,295.0,True,2,Apartamento,6.4,Tecnologia
596,453.6,False,9,Casa,9.2,Climatização
597,354.8,False,7,Casa,5.6,Refrigeração
598,699.9,True,8,Comercial,1.7,Refrigeração
599,390.1,True,6,Apartamento,7.8,Serviços
600,523.8,False,15,Casa,9.6,Iluminação
601,670.4,True,7,Comercial,4.2,Tecnologia
602,528.9,False,10,Casa,11.2,Eletrodomésticos
603,350.6,False,5,Casa,3.8,Climatização
604,820.4,False,21,Comercial,10.3,Outros
605,542.0,False,18,Apartamento,9.9,Tecnologia
606,410.8,True,17,Apartamento,2.1,Tecnologia
607,529.4,False,21,Apartamento,7.7,Tecnologia
608,813.3,True,8,Comercial,8.4,Climatização
609,582.5,True,16,Apartamento,11.6,Serviços
610,753.7,False,12,Comercial,11.5,Climatização
611,785.9,True,12,Comercial,11.0,Refrigeração
612,873.8,True,18,Comercial,8.7,Outros
613,561.3,False,6,Casa,11.2,Outros
614,493.7,True,3,Casa,9.1,Tecnologia
615,480.4,True,8,Apartamento,8.7,Outros
616,791.7,True,22,Comercial,1.9,Refrigeração
617,690.6,False,9,Comercial,6.8,Refrigeração
618,942.1,False,24,Comercial,11.5,Refrigeração
619,434.7,False,25,Apartamento,6.6,Iluminação
620,483.0,True,23,Apartamento,6.0,Iluminação
621,447.1,False,8,Casa,7.3,Serviços
622,453.3,False,11,Apartamento,10.1,Eletrodomésticos
623,940.0,True,23,Comercial,8.6,Refrigeração
624,732.9,False,12,Comercial,6.0,Outros
625,720.6,False,1,Comercial,7.6,Refrigeração
626,580.1,False,2,Comercial,3.0,Climatização
627,376.2,False,4,Casa,3.0,Eletrodomésticos
628,519.0,True,10,Casa,7.4,Tecnologia
629,884.6,False,16,Comercial,9.5,Climatização
630,720.3,False,19,Comercial,2.9,Refrigeração
631,713.1,True,22,Casa,11.1,Refrigeração
632,314.1,False,15,Apartamento,3.7,Climatização
633,609.6,False,10,Comercial,1.6,Climatização
634,722.8,True,25,Apartamento,11.0,Refrigeração
635,720.0,False,17,Comercial,1.2,Climatização
636,692.6,False,21,Casa,8.3,Tecnologia
637,937.9,True,22,Comercial,7.9,Refrigeração
638,349.0,True,12,Apartamento,2.8,Serviços
639,238.1,False,2,Apartamento,3.1,Serviços
640,739.6,False,14,Comercial,9.6,Climatização
641,755.9,False,17,Comercial,6.4,Refrigeração
642,292.2,True,4,Apartamento,3.5,Eletrodomésticos
643,597.3,False,9,Comercial,1.1,Refrigeração
644,594.8,True,19,Apartamento,10.3,Tecnologia
645,568.7,True,17,Apartamento,10.4,Tecnologia
646,746.6,True,11,Comercial,1.5,Refrigeração
647,371.5,False,8,Casa,3.6,Iluminação
648,515.8,False,22,Apartamento,6.3,Eletrodomésticos
649,846.4,False,24,Comercial,11.1,Tecnologia
650,585.0,True,22,Apartamento,4.9,Tecnologia
651,747.5,True,2,Comercial,10.5,Climatização
652,843.6,False,12,Comercial,10.5,Refrigeração
653,861.6,True,17,Comercial,10.6,Refrigeração
654,909.2,True,21,Comercial,10.3,Refrigeração
655,1038.5,True,24,Comercial,11.5,Serviços
656,808.3,False,19,Comercial,7.9,Climatização
657,1008.3,True,23,Comercial,11.7,Outros
658,496.8,False,18,Casa,3.8,Refrigeração
659,456.0,True,16,Apartamento,1.7,Serviços
660,748.6,True,4,Comercial,8.3,Refrigeração
661,616.9,True,5,Comercial,1.2,Outros
662,445.1,True,23,Apartamento,0.8,Iluminação
663,457.4,False,24,Apartamento,1.5,Tecnologia
664,419.7,False,25,Apartamento,2.0,Refrigeração
665,459.0,False,14,Apartamento,11.7,Serviços
666,439.7,False,7,Casa,8.2,Iluminação
667,431.5,False,25,Apartamento,4.2,Serviços
668,449.6,False,16,Casa,1.8,Eletrodomésticos
669,710.7,False,5,Comercial,5.6,Serviços
670,497.4,False,5,Apartamento,11.5,Serviços
671,704.3,False,16,Comercial,1.9,Refrigeração
672,745.5,False,10,Comercial,7.6,Refrigeração
673,260.4,False,1,Casa,1.2,Serviços
674,629.2,False,11,Casa,12.0,Tecnologia
675,161.8,False,5,Apartamento,0.4,Tecnologia
676,355.8,True,2,Casa,4.9,Serviços
677,706.4,False,5,Comercial,5.8,Refrigeração
678,750.9,False,16,Comercial,7.3,Iluminação
679,775.6,True,15,Comercial,0.4,Iluminação
680,676.2,True,12,Comercial,1.8,Climatização
681,588.7,False,21,Casa,2.8,Serviços
682,337.1,False,5,Casa,1.0,Refrigeração
683,351.5,False,12,Apartamento,3.2,Iluminação
684,554.9,False,16,Casa,5.9,Serviços
685,510.8,True,22,Casa,0.4,Iluminação
686,669.4,True,25,Casa,2.4,Refrigeração
687,215.7,False,6,Apartamento,2.3,Tecnologia
688,566.3,False,14,Casa,8.9,Tecnologia
689,347.5,False,3,Apartamento,10.9,Serviços
690,698.7,True,25,Casa,1.8,Serviços
691,738.0,True,24,Apartamento,11.7,Climatização
692,550.9,True,6,Casa,10.5,Climatização
693,610.8,True,5,Comercial,1.0,Climatização
694,642.5,True,23,Casa,7.1,Serviços
695,599.8,True,21,Casa,4.2,Iluminação
696,325.2,False,8,Apartamento,10.5,Refrigeração
697,497.3,False,7,Casa,11.5,Outros
698,396.3,True,2,Apartamento,9.5,Iluminação
699,921.2,False,24,Comercial,9.5,Refrigeração
700,373.4,False,7,Casa,0.9,Eletrodomésticos
701,624.0,True,20,Casa,8.3,Refrigeração
702,740.1,False,19,Comercial,3.5,Outros
703,472.7,False,5,Casa,11.6,Serviços
704,450.0,False,13,Apartamento,11.3,Refrigeração
705,421.4,False,17,Apartamento,7.6,Eletrodomésticos
706,489.4,True,15,Apartamento,6.9,Eletrodomésticos
707,382.7,True,5,Apartamento,7.2,Tecnologia
708,291.4,False,11,Apartamento,0.5,Climatização
709,739.0,True,9,Comercial,10.1,Refrigeração
710,545.4,True,6,Casa,10.0,Tecnologia
711,280.5,True,1,Apartamento,3.6,Refrigeração
712,398.5,False,8,Casa,2.9,Iluminação
713,483.0,False,23,Apartamento,3.8,Iluminação
714,393.8,True,12,Casa,3.3,Iluminação
715,870.0,False,18,Comercial,11.2,Serviços
716,656.7,False,9,Comercial,2.1,Refrigeração
717,605.9,True,14,Comercial,0.1,Climatização
718,998.0,False,25,Comercial,9.1,Refrigeração
719,654.5,True,25,Casa,4.1,Refrigeração
720,642.5,False,7,Comercial,5.1,Serviços
721,648.8,False,10,Comercial,1.8,Climatização
722,395.8,False,24,Apartamento,2.4,Iluminação
723,301.4,False,5,Apartamento,7.6,Climatização
724,844.0,False,12,Comercial,11.6,Refrigeração
725,720.8,False,16,Casa,11.8,Refrigeração
726,740.3,False,18,Comercial,3.7,Refrigeração
727,298.1,True,8,Apartamento,0.3,Serviços
728,802.5,True,8,Comercial,10.0,Climatização
729,747.3,False,20,Comercial,3.5,Iluminação
730,427.9,True,12,Apartamento,7.7,Refrigeração
731,272.3,False,13,Apartamento,0.5,Iluminação
732,858.5,False,13,Comercial,9.7,Refrigeração
733,285.0,True,8,Apartamento,1.3,Climatização
734,796.8,False,14,Comercial,11.9,Climatização
735,353.0,False,6,Apartamento,9.9,Outros
736,238.8,True,4,Apartamento,2.6,Iluminação
737,321.3,True,10,Apartamento,6.4,Iluminação
738,838.7,True,18,Comercial,5.1,Climatização
739,800.0,False,19,Comercial,8.6,Eletrodomésticos
740,417.2,True,6,Apartamento,11.4,Iluminação
741,869.8,False,16,Comercial,11.4,Refrigeração
742,331.0,False,6,Apartamento,6.9,Eletrodomésticos
743,689.3,False,4,Comercial,5.2,Climatização
744,393.7,True,12,Apartamento,4.3,Outros
745,852.2,True,15,Comercial,10.2,Refrigeração
746,671.7,True,21,Casa,11.8,Outros
747,513.1,True,13,Casa,1.4,Tecnologia
748,365.8,True,9,Apartamento,7.9,Tecnologia
749,381.0,False,5,Casa,9.7,Refrigeração
750,576.4,False,4,Comercial,0.7,Eletrodomésticos
751,465.1,False,8,Casa,9.0,Outros
752,286.8,False,3,Casa,0.1,Climatização
753,541.6,True,15,Casa,4.0,Serviços
754,465.7,True,13,Casa,0.5,Refrigeração
755,566.2,False,22,Apartamento,8.1,Outros
756,1038.1,False,24,Comercial,7.6,Refrigeração
757,665.7,True,24,Casa,3.7,Tecnologia
758,375.8,False,7,Casa,4.5,Tecnologia
759,522.5,False,11,Casa,7.0,Iluminação
760,541.4,True,19,Apartamento,7.9,Outros
761,585.3,True,16,Casa,6.7,Serviços
762,461.3,True,1,Casa,11.7,Serviços
763,873.9,True,23,Comercial,2.3,Climatização
764,455.3,False,14,Apartamento,8.4,Outros
765,563.3,True,18,Apartamento,11.3,Climatização
766,636.9,False,12,Comercial,2.0,Refrigeração
767,526.1,True,16,Apartamento,7.8,Refrigeração
768,649.2,False,12,Comercial,4.5,Climatização
769,537.8,True,14,Casa,8.7,Climatização
770,817.2,False,22,Comercial,11.3,Refrigeração
771,529.2,False,15,Apartamento,9.1,Iluminação
772,349.5,False,9,Apartamento,4.6,Tecnologia
773,323.3,False,6,Apartamento,6.1,Eletrodomésticos
774,650.5,True,24,Apartamento,10.6,Iluminação
775,766.6,False,11,Comercial,10.8,Refrigeração
776,654.5,False,13,Comercial,1.4,Eletrodomésticos
777,396.1,False,4,Casa,5.4,Outros
778,665.6,False,8,Comercial,6.4,Refrigeração
779,967.8,True,21,Comercial,9.2,Refrigeração
780,832.4,False,24,Comercial,7.9,Tecnologia
781,509.4,True,15,Casa,9.1,Refrigeração
782,413.6,False,10,Casa,3.2,Eletrodomésticos
783,504.9,True,14,Casa,7.9,Eletrodomésticos
784,515.7,True,16,Casa,1.0,Tecnologia
785,375.0,False,7,Apartamento,10.2,Iluminação
786,337.0,True,6,Apartamento,5.2,Iluminação
787,662.5,False,19,Casa,9.0,Outros
788,417.4,False,21,Apartamento,0.1,Serviços
789,855.7,True,20,Comercial,0.7,Serviços
790,801.4,True,16,Comercial,5.4,Refrigeração
791,239.8,False,1,Apartamento,7.4,Climatização
792,241.6,True,2,Apartamento,3.5,Iluminação
793,258.5,False,2,Casa,1.0,Tecnologia
794,875.6,True,23,Comercial,7.6,Refrigeração
795,567.8,True,2,Comercial,1.4,Tecnologia
796,838.0,True,19,Comercial,4.8,Refrigeração
797,596.2,False,4,Comercial,1.2,Climatização
798,770.4,False,22,Comercial,3.0,Iluminação
799,823.8,False,9,Comercial,10.2,Refrigeração
800,503.2,False,24,Apartamento,6.4,Iluminação
801,705.3,True,2,Comercial,12.0,Climatização
802,766.0,True,13,Comercial,3.8,Refrigeração
803,471.8,True,7,Apartamento,10.0,Tecnologia
804,456.2,False,7,Casa,8.1,Serviços
805,495.6,False,23,Apartamento,3.8,Eletrodomésticos
806,903.1,False,25,Comercial,8.4,Refrigeração
807,773.2,False,10,Comercial,8.7,Climatização
808,294.6,True,10,Apartamento,2.2,Serviços
809,468.9,True,12,Apartamento,5.1,Serviços
810,502.9,True,9,Apartamento,10.0,Tecnologia
811,798.2,False,16,Comercial,5.5,Climatização
812,591.7,True,10,Casa,4.7,Iluminação
813,450.0,False,23,Apartamento,4.2,Tecnologia
814,525.9,True,11,Apartamento,7.1,Outros
815,416.5,False,3,Casa,6.9,Iluminação
816,507.4,True,22,Casa,7.1,Eletrodomésticos
817,458.4,True,19,Apartamento,1.1,Serviços
818,679.5,False,2,Comercial,10.9,Serviços
819,377.6,False,12,Apartamento,7.3,Iluminação
820,671.0,False,1,Comercial,8.7,Refrigeração
821,312.3,False,6,Casa,0.0,Tecnologia
822,678.5,False,16,Comercial,1.3,Climatização
823,363.9,False,5,Casa,2.9,Tecnologia
824,629.1,True,16,Casa,4.5,Refrigeração
825,389.4,False,8,Apartamento,8.9,Refrigeração
826,290.2,False,3,Casa,1.6,Iluminação
827,552.8,False,19,Apartamento,10.2,Outros
828,807.3,True,19,Comercial,7.2,Refrigeração
829,398.9,True,10,Apartamento,5.1,Serviços
830,964.7,True,16,Comercial,10.1,Climatização
831,356.1,False,18,Apartamento,0.1,Serviços
832,843.7,True,20,Comercial,2.5,Climatização
833,643.5,False,1,Comercial,9.9,Climatização
834,418.0,False,22,Apartamento,1.1,Refrigeração
835,737.3,False,23,Comercial,2.1,Climatização
836,679.6,True,1,Comercial,7.3,Tecnologia
837,471.4,False,17,Apartamento,7.6,Outros
838,487.4,False,17,Casa,0.4,Outros
839,406.8,True,16,Apartamento,1.5,Eletrodomésticos
840,695.2,False,6,Comercial,11.2,Refrigeração
841,513.6,True,25,Apartamento,10.2,Iluminação
842,590.3,True,17,Casa,11.5,Climatização
843,599.5,True,25,Apartamento,8.8,Eletrodomésticos
844,279.8,False,2,Casa,3.7,Tecnologia
845,400.8,False,8,Apartamento,8.2,Climatização
846,504.5,False,22,Casa,0.3,Iluminação
847,311.5,True,5,Apartamento,2.8,Climatização
848,592.0,True,21,Casa,3.5,Outros
849,677.4,True,2,Comercial,5.6,Climatização
850,409.2,False,21,Apartamento,0.0,Outros
851,517.0,False,23,Casa,4.8,Eletrodomésticos
852,696.5,True,21,Casa,8.2,Serviços
853,664.4,True,5,Comercial,4.5,Climatização
854,489.0,False,13,Apartamento,9.1,Climatização
855,438.5,False,5,Casa,7.6,Eletrodomésticos
856,421.9,False,9,Casa,3.6,Climatização
857,658.9,True,13,Casa,10.0,Tecnologia
858,419.9,False,12,Casa,4.8,Tecnologia
859,629.7,True,1,Comercial,9.1,Iluminação
860,289.4,True,1,Casa,0.8,Tecnologia
861,504.2,True,18,Apartamento,10.6,Refrigeração
862,711.3,True,6,Comercial,11.9,Climatização
863,607.2,True,4,Comercial,0.4,Refrigeração
864,526.4,True,12,Casa,5.2,Refrigeração
865,606.4,False,5,Comercial,3.2,Refrigeração
866,936.5,True,24,Comercial,7.4,Refrigeração
867,506.3,True,25,Apartamento,3.0,Outros
868,739.3,False,22,Comercial,0.8,Tecnologia
869,355.7,True,1,Casa,3.1,Climatização
870,553.8,True,17,Apartamento,10.4,Eletrodomésticos
871,354.6,True,18,Apartamento,0.2,Climatização
872,698.4,True,8,Comercial,4.1,Refrigeração
873,800.7,False,15,Comercial,4.7,Climatização
874,458.7,False,13,Casa,1.4,Iluminação
875,711.8,True,9,Comercial,5.9,Climatização
876,684.8,True,13,Comercial,5.6,Eletrodomésticos
877,339.6,False,6,Apartamento,10.9,Outros
878,431.2,True,1,Casa,6.5,Serviços
879,294.1,False,16,Apartamento,1.1,Iluminação
880,475.3,True,16,Apartamento,6.2,Eletrodomésticos
881,828.9,True,15,Comercial,8.9,Climatização
882,647.3,False,9,Comercial,1.1,Climatização
883,893.3,False,14,Comercial,10.4,Climatização
884,576.8,False,20,Casa,9.3,Outros
885,747.9,False,21,Casa,11.3,Tecnologia
886,427.4,True,3,Casa,4.3,Eletrodomésticos
887,267.4,False,3,Apartamento,4.7,Climatização
888,288.6,False,2,Apartamento,6.1,Iluminação
889,567.9,True,20,Casa,8.4,Refrigeração
890,585.1,False,4,Comercial,1.4,Climatização
891,448.8,True,15,Apartamento,1.6,Climatização
892,918.2,True,19,Comercial,10.6,Refrigeração
893,752.2,False,24,Comercial,0.4,Climatização
894,601.4,True,21,Apartamento,8.2,Refrigeração
895,423.8,False,11,Apartamento,9.0,Refrigeração
896,627.4,False,25,Casa,10.4,Climatização
897,938.0,True,22,Comercial,7.9,Serviços
898,755.8,False,12,Comercial,3.2,Refrigeração
899,473.0,True,6,Casa,3.6,Climatização
900,724.4,True,8,Comercial,8.2,Climatização
901,307.2,False,3,Apartamento,7.3,Climatização
902,710.1,False,8,Comercial,7.3,Refrigeração
903,385.8,False,16,Apartamento,4.2,Climatização
904,632.9,True,7,Casa,11.7,Iluminação
905,1025.9,False,24,Comercial,10.2,Refrigeração
906,663.6,False,10,Comercial,1.8,Refrigeração
907,499.6,True,10,Apartamento,10.0,Serviços
908,780.0,False,16,Comercial,7.6,Climatização
909,572.6,True,24,Apartamento,4.9,Serviços
910,578.0,True,20,Casa,9.0,Serviços
911,459.5,False,15,Apartamento,11.5,Outros
912,397.6,True,1,Apartamento,8.7,Tecnologia
913,530.5,False,21,Apartamento,9.7,Outros
914,698.7,False,15,Comercial,4.6,Outros
915,519.8,False,20,Apartamento,10.7,Tecnologia
916,543.3,False,23,Casa,0.7,Outros
917,685.3,True,20,Casa,10.6,Refrigeração
918,743.0,False,16,Comercial,3.0,Outros
919,772.7,False,6,Comercial,9.1,Climatização
920,638.7,False,6,Comercial,5.4,Iluminação
921,666.7,True,24,Apartamento,11.8,Climatização
922,961.8,False,24,Comercial,5.2,Refrigeração
923,499.2,False,19,Casa,0.5,Serviços
924,456.1,True,21,Apartamento,2.9,Tecnologia
925,739.4,True,6,Comercial,3.1,Climatização
926,483.6,True,21,Casa,1.2,Refrigeração
927,523.0,False,13,Casa,11.2,Iluminação
928,560.9,False,15,Casa,7.6,Eletrodomésticos
929,333.1,True,20,Apartamento,2.2,Tecnologia
930,457.8,False,14,Apartamento,9.1,Serviços
931,705.4,True,7,Comercial,5.9,Refrigeração
932,352.9,True,3,Apartamento,11.5,Iluminação
933,366.6,True,5,Casa,1.6,Refrigeração
934,738.5,True,14,Comercial,1.5,Climatização
935,305.9,True,6,Apartamento,3.4,Outros
936,1014.2,True,15,Comercial,11.1,Climatização
937,501.8,False,13,Apartamento,11.4,Serviços
938,752.7,True,24,Comercial,2.3,Tecnologia
939,662.2,False,20,Comercial,1.5,Refrigeração
940,398.4,False,16,Apartamento,2.6,Climatização
941,417.9,True,5,Casa,5.7,Iluminação
942,689.6,True,3,Comercial,7.3,Refrigeração
943,813.0,True,22,Comercial,1.9,Climatização
944,710.2,True,17,Comercial,0.7,Serviços
945,358.7,False,8,Apartamento,8.9,Refrigeração
946,538.8,False,17,Casa,4.7,Eletrodomésticos
947,693.9,True,5,Comercial,5.4,Refrigeração
948,479.8,False,19,Apartamento,8.3,Outros
949,529.3,False,22,Casa,0.2,Refrigeração
950,511.3,True,23,Apartamento,3.2,Iluminação
951,493.5,False,19,Apartamento,7.4,Climatização
952,457.3,True,6,Apartamento,8.9,Refrigeração
953,417.7,True,5,Apartamento,5.8,Serviços
954,833.7,True,19,Comercial,9.0,Climatização
955,920.5,True,21,Comercial,8.4,Climatização
956,448.3,True,20,Apartamento,6.2,Eletrodomésticos
957,268.2,False,6,Apartamento,3.0,Serviços
958,738.2,True,22,Casa,8.1,Tecnologia
959,658.1,True,25,Casa,3.9,Iluminação
960,437.3,True,13,Apartamento,8.5,Tecnologia
961,769.3,True,11,Comercial,7.1,Refrigeração
962,394.7,False,15,Casa,1.4,Eletrodomésticos
963,771.5,True,16,Comercial,4.1,Iluminação
964,432.6,True,17,Apartamento,2.8,Climatização
965,249.5,True,6,Apartamento,0.4,Eletrodomésticos
966,537.6,True,14,Apartamento,11.8,Climatização
967,613.4,False,25,Apartamento,9.1,Iluminação
968,588.3,True,20,Casa,4.7,Refrigeração
969,554.0,True,20,Casa,0.5,Refrigeração
970,486.4,True,11,Apartamento,8.0,Refrigeração
971,513.0,True,2,Casa,9.6,Tecnologia
972,538.8,True,14,Apartamento,9.4,Outros
973,389.4,False,4,Casa,6.2,Iluminação
974,375.9,False,6,Apartamento,11.7,Eletrodomésticos
975,476.9,True,12,Apartamento,6.8,Iluminação
976,675.1,False,12,Comercial,4.2,Refrigeração
977,752.6,True,13,Comercial,4.1,Refrigeração
978,608.0,False,20,Apartamento,10.6,Eletrodomésticos
979,409.3,False,8,Apartamento,9.6,Iluminação
980,414.3,False,18,Apartamento,11.9,Serviços
981,492.4,False,22,Apartamento,2.3,Serviços
982,659.5,True,7,Comercial,3.9,Refrigeração
983,453.4,False,12,Casa,4.5,Refrigeração
984,254.4,False,5,Apartamento,2.0,Tecnologia
985,455.4,False,11,Apartamento,5.1,Eletrodomésticos
986,363.9,True,8,Apartamento,7.2,Climatização
987,642.0,True,6,Comercial,1.0,Climatização
988,596.7,True,20,Casa,9.0,Climatização
989,826.8,False,12,Comercial,10.1,Iluminação
990,240.1,False,1,Apartamento,4.0,Climatização
991,776.0,False,23,Comercial,3.3,Refrigeração
992,463.8,False,13,Casa,3.2,Serviços
993,395.3,True,13,Apartamento,2.9,Climatização
994,669.6,False,4,Comercial,6.3,Refrigeração
995,293.4,True,4,Apartamento,3.8,Eletrodomésticos
996,530.5,True,19,Apartamento,4.8,Serviços
997,607.6,False,7,Comercial,3.5,Climatização
998,863.9,False,13,Comercial,11.0,Tecnologia
999,522.8,False,21,Apartamento,5.9,Climatização
1000,666.3,False,2,Comercial,8.6,Outros
