id_cliente,consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria_maior_consumo,categoria
462,643.6,0,17,Comercial,3.2,Serviços,Excelente
463,624.5,0,14,Casa,9.2,Refrigeração,Bom
464,487.0,0,21,Apartamento,7.0,Iluminação,Mediano
465,726.7,0,20,Comercial,5.1,Serviços,Bom
466,419.6,1,2,Casa,6.5,Iluminação,Mediano
467,296.9,1,3,Apartamento,4.0,Tecnologia,Mediano
468,289.6,0,1,Casa,2.5,Iluminação,Excelente
469,374.9,0,4,Casa,5.2,Serviços,Excelente
470,581.5,1,8,Casa,10.5,Iluminação,Ruim
471,414.2,1,16,Apartamento,0.5,Climatização,Ruim
472,463.6,0,14,Apartamento,8.7,Iluminação,Mediano
473,546.7,1,25,Apartamento,4.3,Climatização,Crítico
474,505.0,1,3,Casa,8.0,Eletrodomésticos,Ruim
475,556.8,1,24,Casa,7.8,Outros,Crítico
476,427.7,0,9,Casa,6.6,Outros,Excelente
477,538.3,0,19,Casa,8.1,Serviços,Bom
478,500.9,0,20,Casa,3.0,Serviços,Bom
479,707.0,1,24,Casa,4.6,Iluminação,Crítico
480,449.8,0,11,Casa,4.0,Tecnologia,Excelente
481,644.0,0,7,Comercial,0.7,Refrigeração,Excelente
482,437.6,1,14,Apartamento,3.6,Refrigeração,Ruim
483,219.1,0,4,Apartamento,0.4,Serviços,Excelente
484,891.9,1,22,Comercial,4.8,Serviços,Ruim
485,937.1,1,23,Comercial,6.3,Refrigeração,Crítico
486,414.9,1,4,Casa,0.2,Tecnologia,Bom
487,687.9,1,12,Comercial,3.9,Eletrodomésticos,Mediano
488,438.2,1,20,Apartamento,1.6,Tecnologia,Crítico
489,327.6,0,2,Apartamento,7.2,Refrigeração,Excelente
490,765.2,0,13,Comercial,11.7,Climatização,Bom
491,513.7,1,16,Casa,7.1,Outros,Ruim
492,708.3,1,7,Comercial,9.0,Refrigeração,Mediano
493,862.3,1,16,Comercial,9.4,Refrigeração,Ruim
494,602.2,1,13,Casa,10.5,Refrigeração,Crítico
495,519.3,1,21,Casa,0.7,Refrigeração,Ruim
496,387.0,0,3,Casa,7.6,Iluminação,Excelente
497,418.5,0,7,Casa,4.1,Iluminação,Excelente
498,807.3,1,11,Comercial,5.3,Refrigeração,Ruim
499,470.1,1,3,Casa,10.5,Eletrodomésticos,Ruim
500,339.0,1,9,Casa,1.3,Climatização,Mediano
501,531.8,1,7,Casa,5.4,Refrigeração,Ruim
502,856.6,1,18,Comercial,8.6,Refrigeração,Ruim
503,586.5,0,10,Casa,10.5,Refrigeração,Bom
504,741.6,0,6,Comercial,9.8,Refrigeração,Excelente
505,214.3,0,5,Apartamento,2.4,Refrigeração,Excelente
506,488.1,1,14,Casa,5.0,Outros,Ruim
507,657.0,1,5,Comercial,6.1,Refrigeração,Mediano
508,380.6,0,10,Apartamento,8.2,Tecnologia,Bom
509,573.5,1,13,Casa,8.2,Iluminação,Ruim
510,539.6,1,18,Apartamento,7.4,Serviços,Crítico
511,564.8,1,23,Casa,1.1,Climatização,Ruim
512,787.6,0,19,Comercial,7.3,Outros,Bom
513,225.9,0,4,Apartamento,7.3,Outros,Excelente
514,711.7,1,24,Casa,7.7,Serviços,Crítico
515,798.9,1,16,Comercial,0.3,Climatização,Mediano
516,633.6,1,13,Casa,7.7,Climatização,Crítico
517,517.2,1,21,Apartamento,6.2,Eletrodomésticos,Crítico
518,694.7,0,25,Casa,8.6,Tecnologia,Mediano
519,671.9,1,5,Comercial,3.8,Refrigeração,Mediano
520,571.5,1,20,Apartamento,8.8,Tecnologia,Crítico
521,726.7,0,11,Comercial,5.7,Refrigeração,Excelente
522,657.7,1,5,Comercial,6.2,Climatização,Mediano
523,692.2,1,7,Comercial,2.7,Refrigeração,Mediano
524,623.8,1,22,Apartamento,11.6,Outros,Crítico
525,536.6,0,25,Apartamento,3.9,Refrigeração,Ruim
526,592.1,1,22,Casa,7.9,Climatização,Crítico
527,471.2,0,11,Casa,10.7,Outros,Bom
528,514.4,1,24,Apartamento,3.5,Serviços,Crítico
529,451.3,0,11,Apartamento,10.3,Tecnologia,Mediano
530,750.6,1,21,Casa,5.7,Eletrodomésticos,Crítico
531,842.5,1,11,Comercial,11.3,Iluminação,Ruim
532,464.6,1,6,Casa,3.7,Outros,Mediano
533,437.0,1,7,Casa,6.9,Iluminação,Ruim
534,402.7,0,5,Casa,7.7,Outros,Excelente
535,435.3,1,13,Apartamento,8.1,Outros,Crítico
536,444.3,1,16,Apartamento,1.0,Serviços,Ruim
537,515.2,1,17,Casa,2.9,Climatização,Ruim
538,867.4,1,15,Comercial,10.7,Climatização,Ruim
539,417.3,1,2,Apartamento,9.4,Climatização,Ruim
540,459.8,0,24,Casa,1.1,Tecnologia,Bom
541,740.8,0,15,Comercial,4.9,Climatização,Bom
542,647.1,1,2,Comercial,7.1,Serviços,Mediano
543,806.3,0,14,Comercial,2.4,Climatização,Excelente
544,482.2,1,24,Apartamento,2.5,Climatização,Crítico
545,352.4,0,3,Casa,5.3,Outros,Excelente
546,335.1,1,20,Apartamento,1.5,Refrigeração,Ruim
547,433.6,1,5,Casa,9.3,Tecnologia,Ruim
548,636.6,1,21,Casa,6.9,Climatização,Crítico
549,340.0,0,9,Apartamento,4.3,Serviços,Bom
550,727.8,1,13,Comercial,2.8,Climatização,Mediano
551,846.6,0,25,Comercial,11.1,Iluminação,Mediano
552,402.2,0,6,Casa,2.4,Climatização,Excelente
553,507.3,0,17,Casa,9.4,Refrigeração,Bom
554,498.8,0,17,Casa,4.8,Refrigeração,Bom
555,518.9,1,22,Apartamento,1.8,Refrigeração,Crítico
556,224.4,0,6,Apartamento,2.4,Outros,Excelente
557,368.3,1,4,Apartamento,7.6,Outros,Ruim
558,714.9,0,12,Comercial,6.7,Climatização,Excelente
559,540.5,0,15,Casa,11.5,Iluminação,Mediano
560,666.7,1,2,Comercial,6.1,Serviços,Mediano
561,507.1,1,15,Casa,3.2,Serviços,Ruim
562,415.9,1,15,Apartamento,3.3,Tecnologia,Ruim
563,273.3,0,4,Apartamento,4.8,Climatização,Excelente
564,381.7,1,10,Casa,0.4,Iluminação,Mediano
565,449.6,0,9,Casa,8.4,Tecnologia,Bom
566,589.5,0,22,Casa,7.4,Tecnologia,Mediano
567,368.3,0,6,Casa,4.4,Serviços,Excelente
568,870.1,0,17,Comercial,9.8,Refrigeração,Bom
569,556.6,1,12,Casa,6.4,Climatização,Ruim
570,414.3,1,6,Casa,3.4,Tecnologia,Mediano
571,725.1,0,12,Comercial,9.1,Serviços,Bom
572,438.4,1,4,Casa,5.6,Tecnologia,Mediano
573,482.4,1,17,Apartamento,6.7,Iluminação,Crítico
574,681.6,0,15,Comercial,3.9,Refrigeração,Excelente
575,301.9,1,5,Apartamento,1.9,Outros,Mediano
576,241.7,0,5,Apartamento,2.9,Tecnologia,Excelente
577,487.3,1,7,Casa,9.5,Eletrodomésticos,Ruim
578,293.8,0,2,Casa,2.6,Eletrodomésticos,Excelente
579,363.3,0,4,Casa,1.6,Climatização,Excelente
580,591.0,0,24,Casa,1.5,Serviços,Bom
581,439.0,1,13,Casa,5.3,Eletrodomésticos,Ruim
582,683.9,1,25,Casa,10.6,Tecnologia,Crítico
583,438.2,1,17,Apartamento,5.7,Outros,Crítico
584,689.6,1,2,Comercial,7.3,Iluminação,Mediano
585,628.8,1,21,Casa,10.9,Serviços,Crítico
586,460.1,1,18,Apartamento,2.6,Refrigeração,Crítico
587,417.4,0,6,Casa,9.5,Tecnologia,Bom
588,801.4,0,14,Comercial,10.8,Outros,Bom
589,609.3,1,19,Apartamento,11.3,Refrigeração,Crítico
590,736.8,1,4,Comercial,5.9,Refrigeração,Mediano
591,1095.2,1,21,Comercial,10.4,Climatização,Crítico
592,618.5,1,9,Casa,11.3,Iluminação,Crítico
593,313.4,0,7,Apartamento,9.3,Tecnologia,Bom
594,922.1,0,25,Comercial,6.5,Climatização,Bom
595,295.0,1,2,Apartamento,6.4,Tecnologia,Mediano
596,453.6,0,9,Casa,9.2,Climatização,Bom
597,354.8,0,7,Casa,5.6,Refrigeração,Excelente
598,699.9,1,8,Comercial,1.7,Refrigeração,Mediano
599,390.1,1,6,Apartamento,7.8,Serviços,Ruim
600,523.8,0,15,Casa,9.6,Iluminação,Bom
601,670.4,1,7,Comercial,4.2,Tecnologia,Mediano
602,528.9,0,10,Casa,11.2,Eletrodomésticos,Bom
603,350.6,0,5,Casa,3.8,Climatização,Excelente
604,820.4,0,21,Comercial,10.3,Outros,Bom
605,542.0,0,18,Apartamento,9.9,Tecnologia,Ruim
606,410.8,1,17,Apartamento,2.1,Tecnologia,Ruim
607,529.4,0,21,Apartamento,7.7,Tecnologia,Ruim
608,813.3,1,8,Comercial,8.4,Climatização,Ruim
609,582.5,1,16,Apartamento,11.6,Serviços,Crítico
610,753.7,0,12,Comercial,11.5,Climatização,Bom
611,785.9,1,12,Comercial,11.0,Refrigeração,Ruim
612,873.8,1,18,Comercial,8.7,Outros,Ruim
613,561.3,0,6,Casa,11.2,Outros,Bom
614,493.7,1,3,Casa,9.1,Tecnologia,Ruim
615,480.4,1,8,Apartamento,8.7,Outros,Crítico
616,791.7,1,22,Comercial,1.9,Refrigeração,Ruim
617,690.6,0,9,Comercial,6.8,Refrigeração,Excelente
618,942.1,0,24,Comercial,11.5,Refrigeração,Mediano
619,434.7,0,25,Apartamento,6.6,Iluminação,Mediano
620,483.0,1,23,Apartamento,6.0,Iluminação,Crítico
621,447.1,0,8,Casa,7.3,Serviços,Bom
622,453.3,0,11,Apartamento,10.1,Eletrodomésticos,Mediano
623,940.0,1,23,Comercial,8.6,Refrigeração,Crítico
624,732.9,0,12,Comercial,6.0,Outros,Excelente
625,720.6,0,1,Comercial,7.6,Refrigeração,Excelente
626,580.1,0,2,Comercial,3.0,Climatização,Excelente
627,376.2,0,4,Casa,3.0,Eletrodomésticos,Excelente
628,519.0,1,10,Casa,7.4,Tecnologia,Ruim
629,884.6,0,16,Comercial,9.5,Climatização,Bom
630,720.3,0,19,Comercial,2.9,Refrigeração,Bom
631,713.1,1,22,Casa,11.1,Refrigeração,Crítico
632,314.1,0,15,Apartamento,3.7,Climatização,Bom
633,609.6,0,10,Comercial,1.6,Climatização,Excelente
634,722.8,1,25,Apartamento,11.0,Refrigeração,Crítico
635,720.0,0,17,Comercial,1.2,Climatização,Excelente
636,692.6,0,21,Casa,8.3,Tecnologia,Mediano
637,937.9,1,22,Comercial,7.9,Refrigeração,Crítico
638,349.0,1,12,Apartamento,2.8,Serviços,Ruim
639,238.1,0,2,Apartamento,3.1,Serviços,Excelente
640,739.6,0,14,Comercial,9.6,Climatização,Bom
641,755.9,0,17,Comercial,6.4,Refrigeração,Bom
642,292.2,1,4,Apartamento,3.5,Eletrodomésticos,Mediano
643,597.3,0,9,Comercial,1.1,Refrigeração,Excelente
644,594.8,1,19,Apartamento,10.3,Tecnologia,Crítico
645,568.7,1,17,Apartamento,10.4,Tecnologia,Crítico
646,746.6,1,11,Comercial,1.5,Refrigeração,Mediano
647,371.5,0,8,Casa,3.6,Iluminação,Excelente
648,515.8,0,22,Apartamento,6.3,Eletrodomésticos,Mediano
649,846.4,0,24,Comercial,11.1,Tecnologia,Mediano
650,585.0,1,22,Apartamento,4.9,Tecnologia,Crítico
651,747.5,1,2,Comercial,10.5,Climatização,Mediano
652,843.6,0,12,Comercial,10.5,Refrigeração,Bom
653,861.6,1,17,Comercial,10.6,Refrigeração,Crítico
654,909.2,1,21,Comercial,10.3,Refrigeração,Crítico
655,1038.5,1,24,Comercial,11.5,Serviços,Crítico
656,808.3,0,19,Comercial,7.9,Climatização,Bom
657,1008.3,1,23,Comercial,11.7,Outros,Crítico
658,496.8,0,18,Casa,3.8,Refrigeração,Bom
659,456.0,1,16,Apartamento,1.7,Serviços,Ruim
660,748.6,1,4,Comercial,8.3,Refrigeração,Mediano
661,616.9,1,5,Comercial,1.2,Outros,Bom
662,445.1,1,23,Apartamento,0.8,Iluminação,Crítico
663,457.4,0,24,Apartamento,1.5,Tecnologia,Mediano
664,419.7,0,25,Apartamento,2.0,Refrigeração,Mediano
665,459.0,0,14,Apartamento,11.7,Serviços,Mediano
666,439.7,0,7,Casa,8.2,Iluminação,Bom
667,431.5,0,25,Apartamento,4.2,Serviços,Mediano
668,449.6,0,16,Casa,1.8,Eletrodomésticos,Excelente
669,710.7,0,5,Comercial,5.6,Serviços,Excelente
670,497.4,0,5,Apartamento,11.5,Serviços,Mediano
671,704.3,0,16,Comercial,1.9,Refrigeração,Excelente
672,745.5,0,10,Comercial,7.6,Refrigeração,Excelente
673,260.4,0,1,Casa,1.2,Serviços,Excelente
674,629.2,0,11,Casa,12.0,Tecnologia,Mediano
675,161.8,0,5,Apartamento,0.4,Tecnologia,Excelente
676,355.8,1,2,Casa,4.9,Serviços,Mediano
677,706.4,0,5,Comercial,5.8,Refrigeração,Excelente
678,750.9,0,16,Comercial,7.3,Iluminação,Bom
679,775.6,1,15,Comercial,0.4,Iluminação,Mediano
680,676.2,1,12,Comercial,1.8,Climatização,Mediano
681,588.7,0,21,Casa,2.8,Serviços,Bom
682,337.1,0,5,Casa,1.0,Refrigeração,Excelente
683,351.5,0,12,Apartamento,3.2,Iluminação,Bom
684,554.9,0,16,Casa,5.9,Serviços,Bom
685,510.8,1,22,Casa,0.4,Iluminação,Ruim
686,669.4,1,25,Casa,2.4,Refrigeração,Crítico
687,215.7,0,6,Apartamento,2.3,Tecnologia,Excelente
688,566.3,0,14,Casa,8.9,Tecnologia,Bom
689,347.5,0,3,Apartamento,10.9,Serviços,Bom
690,698.7,1,25,Casa,1.8,Serviços,Crítico
691,738.0,1,24,Apartamento,11.7,Climatização,Crítico
692,550.9,1,6,Casa,10.5,Climatização,Ruim
693,610.8,1,5,Comercial,1.0,Climatização,Bom
694,642.5,1,23,Casa,7.1,Serviços,Crítico
695,599.8,1,21,Casa,4.2,Iluminação,Crítico
696,325.2,0,8,Apartamento,10.5,Refrigeração,Bom
697,497.3,0,7,Casa,11.5,Outros,Bom
698,396.3,1,2,Apartamento,9.5,Iluminação,Ruim
699,921.2,0,24,Comercial,9.5,Refrigeração,Mediano
700,373.4,0,7,Casa,0.9,Eletrodomésticos,Excelente
701,624.0,1,20,Casa,8.3,Refrigeração,Crítico
702,740.1,0,19,Comercial,3.5,Outros,Bom
703,472.7,0,5,Casa,11.6,Serviços,Bom
704,450.0,0,13,Apartamento,11.3,Refrigeração,Mediano
705,421.4,0,17,Apartamento,7.6,Eletrodomésticos,Mediano
706,489.4,1,15,Apartamento,6.9,Eletrodomésticos,Crítico
707,382.7,1,5,Apartamento,7.2,Tecnologia,Ruim
708,291.4,0,11,Apartamento,0.5,Climatização,Excelente
709,739.0,1,9,Comercial,10.1,Refrigeração,Ruim
710,545.4,1,6,Casa,10.0,Tecnologia,Ruim
711,280.5,1,1,Apartamento,3.6,Refrigeração,Mediano
712,398.5,0,8,Casa,2.9,Iluminação,Excelente
713,483.0,0,23,Apartamento,3.8,Iluminação,Mediano
714,393.8,1,12,Casa,3.3,Iluminação,Mediano
715,870.0,0,18,Comercial,11.2,Serviços,Bom
716,656.7,0,9,Comercial,2.1,Refrigeração,Excelente
717,605.9,1,14,Comercial,0.1,Climatização,Mediano
718,998.0,0,25,Comercial,9.1,Refrigeração,Mediano
719,654.5,1,25,Casa,4.1,Refrigeração,Crítico
720,642.5,0,7,Comercial,5.1,Serviços,Excelente
721,648.8,0,10,Comercial,1.8,Climatização,Excelente
722,395.8,0,24,Apartamento,2.4,Iluminação,Mediano
723,301.4,0,5,Apartamento,7.6,Climatização,Excelente
724,844.0,0,12,Comercial,11.6,Refrigeração,Bom
725,720.8,0,16,Casa,11.8,Refrigeração,Mediano
726,740.3,0,18,Comercial,3.7,Refrigeração,Bom
727,298.1,1,8,Apartamento,0.3,Serviços,Mediano
728,802.5,1,8,Comercial,10.0,Climatização,Ruim
729,747.3,0,20,Comercial,3.5,Iluminação,Bom
730,427.9,1,12,Apartamento,7.7,Refrigeração,Crítico
731,272.3,0,13,Apartamento,0.5,Iluminação,Excelente
732,858.5,0,13,Comercial,9.7,Refrigeração,Bom
733,285.0,1,8,Apartamento,1.3,Climatização,Mediano
734,796.8,0,14,Comercial,11.9,Climatização,Bom
735,353.0,0,6,Apartamento,9.9,Outros,Bom
736,238.8,1,4,Apartamento,2.6,Iluminação,Mediano
737,321.3,1,10,Apartamento,6.4,Iluminação,Ruim
738,838.7,1,18,Comercial,5.1,Climatização,Ruim
739,800.0,0,19,Comercial,8.6,Eletrodomésticos,Bom
740,417.2,1,6,Apartamento,11.4,Iluminação,Crítico
741,869.8,0,16,Comercial,11.4,Refrigeração,Bom
742,331.0,0,6,Apartamento,6.9,Eletrodomésticos,Bom
743,689.3,0,4,Comercial,5.2,Climatização,Excelente
744,393.7,1,12,Apartamento,4.3,Outros,Ruim
745,852.2,1,15,Comercial,10.2,Refrigeração,Ruim
746,671.7,1,21,Casa,11.8,Outros,Crítico
747,513.1,1,13,Casa,1.4,Tecnologia,Ruim
748,365.8,1,9,Apartamento,7.9,Tecnologia,Ruim
749,381.0,0,5,Casa,9.7,Refrigeração,Excelente
750,576.4,0,4,Comercial,0.7,Eletrodomésticos,Excelente
751,465.1,0,8,Casa,9.0,Outros,Bom
752,286.8,0,3,Casa,0.1,Climatização,Excelente
753,541.6,1,15,Casa,4.0,Serviços,Ruim
754,465.7,1,13,Casa,0.5,Refrigeração,Mediano
755,566.2,0,22,Apartamento,8.1,Outros,Ruim
756,1038.1,0,24,Comercial,7.6,Refrigeração,Mediano
757,665.7,1,24,Casa,3.7,Tecnologia,Crítico
758,375.8,0,7,Casa,4.5,Tecnologia,Excelente
759,522.5,0,11,Casa,7.0,Iluminação,Bom
760,541.4,1,19,Apartamento,7.9,Outros,Crítico
761,585.3,1,16,Casa,6.7,Serviços,Crítico
762,461.3,1,1,Casa,11.7,Serviços,Ruim
763,873.9,1,23,Comercial,2.3,Climatização,Ruim
764,455.3,0,14,Apartamento,8.4,Outros,Mediano
765,563.3,1,18,Apartamento,11.3,Climatização,Crítico
766,636.9,0,12,Comercial,2.0,Refrigeração,Excelente
767,526.1,1,16,Apartamento,7.8,Refrigeração,Crítico
768,649.2,0,12,Comercial,4.5,Climatização,Excelente
769,537.8,1,14,Casa,8.7,Climatização,Ruim
770,817.2,0,22,Comercial,11.3,Refrigeração,Mediano
771,529.2,0,15,Apartamento,9.1,Iluminação,Mediano
772,349.5,0,9,Apartamento,4.6,Tecnologia,Bom
773,323.3,0,6,Apartamento,6.1,Eletrodomésticos,Excelente
774,650.5,1,24,Apartamento,10.6,Iluminação,Crítico
775,766.6,0,11,Comercial,10.8,Refrigeração,Bom
776,654.5,0,13,Comercial,1.4,Eletrodomésticos,Excelente
777,396.1,0,4,Casa,5.4,Outros,Excelente
778,665.6,0,8,Comercial,6.4,Refrigeração,Excelente
779,967.8,1,21,Comercial,9.2,Refrigeração,Crítico
780,832.4,0,24,Comercial,7.9,Tecnologia,Bom
781,509.4,1,15,Casa,9.1,Refrigeração,Ruim
782,413.6,0,10,Casa,3.2,Eletrodomésticos,Excelente
783,504.9,1,14,Casa,7.9,Eletrodomésticos,Ruim
784,515.7,1,16,Casa,1.0,Tecnologia,Ruim
785,375.0,0,7,Apartamento,10.2,Iluminação,Bom
786,337.0,1,6,Apartamento,5.2,Iluminação,Ruim
787,662.5,0,19,Casa,9.0,Outros,Mediano
788,417.4,0,21,Apartamento,0.1,Serviços,Bom
789,855.7,1,20,Comercial,0.7,Serviços,Ruim
790,801.4,1,16,Comercial,5.4,Refrigeração,Ruim
791,239.8,0,1,Apartamento,7.4,Climatização,Excelente
792,241.6,1,2,Apartamento,3.5,Iluminação,Mediano
793,258.5,0,2,Casa,1.0,Tecnologia,Excelente
794,875.6,1,23,Comercial,7.6,Refrigeração,Crítico
795,567.8,1,2,Comercial,1.4,Tecnologia,Bom
796,838.0,1,19,Comercial,4.8,Refrigeração,Ruim
797,596.2,0,4,Comercial,1.2,Climatização,Excelente
798,770.4,0,22,Comercial,3.0,Iluminação,Bom
799,823.8,0,9,Comercial,10.2,Refrigeração,Bom
800,503.2,0,24,Apartamento,6.4,Iluminação,Ruim
801,705.3,1,2,Comercial,12.0,Climatização,Mediano
802,766.0,1,13,Comercial,3.8,Refrigeração,Mediano
803,471.8,1,7,Apartamento,10.0,Tecnologia,Crítico
804,456.2,0,7,Casa,8.1,Serviços,Bom
805,495.6,0,23,Apartamento,3.8,Eletrodomésticos,Mediano
806,903.1,0,25,Comercial,8.4,Refrigeração,Mediano
807,773.2,0,10,Comercial,8.7,Climatização,Bom
808,294.6,1,10,Apartamento,2.2,Serviços,Mediano
809,468.9,1,12,Apartamento,5.1,Serviços,Crítico
810,502.9,1,9,Apartamento,10.0,Tecnologia,Crítico
811,798.2,0,16,Comercial,5.5,Climatização,Bom
812,591.7,1,10,Casa,4.7,Iluminação,Ruim
813,450.0,0,23,Apartamento,4.2,Tecnologia,Mediano
814,525.9,1,11,Apartamento,7.1,Outros,Crítico
815,416.5,0,3,Casa,6.9,Iluminação,Excelente
816,507.4,1,22,Casa,7.1,Eletrodomésticos,Crítico
817,458.4,1,19,Apartamento,1.1,Serviços,Crítico
818,679.5,0,2,Comercial,10.9,Serviços,Excelente
819,377.6,0,12,Apartamento,7.3,Iluminação,Bom
820,671.0,0,1,Comercial,8.7,Refrigeração,Excelente
821,312.3,0,6,Casa,0.0,Tecnologia,Excelente
822,678.5,0,16,Comercial,1.3,Climatização,Excelente
823,363.9,0,5,Casa,2.9,Tecnologia,Excelente
824,629.1,1,16,Casa,4.5,Refrigeração,Ruim
825,389.4,0,8,Apartamento,8.9,Refrigeração,Bom
826,290.2,0,3,Casa,1.6,Iluminação,Excelente
827,552.8,0,19,Apartamento,10.2,Outros,Ruim
828,807.3,1,19,Comercial,7.2,Refrigeração,Ruim
829,398.9,1,10,Apartamento,5.1,Serviços,Ruim
830,964.7,1,16,Comercial,10.1,Climatização,Crítico
831,356.1,0,18,Apartamento,0.1,Serviços,Bom
832,843.7,1,20,Comercial,2.5,Climatização,Ruim
833,643.5,0,1,Comercial,9.9,Climatização,Excelente
834,418.0,0,22,Apartamento,1.1,Refrigeração,Bom
835,737.3,0,23,Comercial,2.1,Climatização,Bom
836,679.6,1,1,Comercial,7.3,Tecnologia,Mediano
837,471.4,0,17,Apartamento,7.6,Outros,Mediano
838,487.4,0,17,Casa,0.4,Outros,Bom
839,406.8,1,16,Apartamento,1.5,Eletrodomésticos,Ruim
840,695.2,0,6,Comercial,11.2,Refrigeração,Bom
841,513.6,1,25,Apartamento,10.2,Iluminação,Crítico
842,590.3,1,17,Casa,11.5,Climatização,Crítico
843,599.5,1,25,Apartamento,8.8,Eletrodomésticos,Crítico
844,279.8,0,2,Casa,3.7,Tecnologia,Excelente
845,400.8,0,8,Apartamento,8.2,Climatização,Bom
846,504.5,0,22,Casa,0.3,Iluminação,Bom
847,311.5,1,5,Apartamento,2.8,Climatização,Mediano
848,592.0,1,21,Casa,3.5,Outros,Crítico
849,677.4,1,2,Comercial,5.6,Climatização,Mediano
850,409.2,0,21,Apartamento,0.0,Outros,Bom
851,517.0,0,23,Casa,4.8,Eletrodomésticos,Bom
852,696.5,1,21,Casa,8.2,Serviços,Crítico
853,664.4,1,5,Comercial,4.5,Climatização,Mediano
854,489.0,0,13,Apartamento,9.1,Climatização,Mediano
855,438.5,0,5,Casa,7.6,Eletrodomésticos,Excelente
856,421.9,0,9,Casa,3.6,Climatização,Excelente
857,658.9,1,13,Casa,10.0,Tecnologia,Crítico
858,419.9,0,12,Casa,4.8,Tecnologia,Excelente
859,629.7,1,1,Comercial,9.1,Iluminação,Mediano
860,289.4,1,1,Casa,0.8,Tecnologia,Bom
861,504.2,1,18,Apartamento,10.6,Refrigeração,Crítico
862,711.3,1,6,Comercial,11.9,Climatização,Ruim
863,607.2,1,4,Comercial,0.4,Refrigeração,Bom
864,526.4,1,12,Casa,5.2,Refrigeração,Ruim
865,606.4,0,5,Comercial,3.2,Refrigeração,Excelente
866,936.5,1,24,Comercial,7.4,Refrigeração,Crítico
867,506.3,1,25,Apartamento,3.0,Outros,Crítico
868,739.3,0,22,Comercial,0.8,Tecnologia,Bom
869,355.7,1,1,Casa,3.1,Climatização,Bom
870,553.8,1,17,Apartamento,10.4,Eletrodomésticos,Crítico
871,354.6,1,18,Apartamento,0.2,Climatização,Ruim
872,698.4,1,8,Comercial,4.1,Refrigeração,Mediano
873,800.7,0,15,Comercial,4.7,Climatização,Bom
874,458.7,0,13,Casa,1.4,Iluminação,Excelente
875,711.8,1,9,Comercial,5.9,Climatização,Mediano
876,684.8,1,13,Comercial,5.6,Eletrodomésticos,Ruim
877,339.6,0,6,Apartamento,10.9,Outros,Bom
878,431.2,1,1,Casa,6.5,Serviços,Mediano
879,294.1,0,16,Apartamento,1.1,Iluminação,Bom
880,475.3,1,16,Apartamento,6.2,Eletrodomésticos,Crítico
881,828.9,1,15,Comercial,8.9,Climatização,Ruim
882,647.3,0,9,Comercial,1.1,Climatização,Excelente
883,893.3,0,14,Comercial,10.4,Climatização,Bom
884,576.8,0,20,Casa,9.3,Outros,Mediano
885,747.9,0,21,Casa,11.3,Tecnologia,Ruim
886,427.4,1,3,Casa,4.3,Eletrodomésticos,Mediano
887,267.4,0,3,Apartamento,4.7,Climatização,Excelente
888,288.6,0,2,Apartamento,6.1,Iluminação,Excelente
889,567.9,1,20,Casa,8.4,Refrigeração,Crítico
890,585.1,0,4,Comercial,1.4,Climatização,Excelente
891,448.8,1,15,Apartamento,1.6,Climatização,Ruim
892,918.2,1,19,Comercial,10.6,Refrigeração,Crítico
893,752.2,0,24,Comercial,0.4,Climatização,Bom
894,601.4,1,21,Apartamento,8.2,Refrigeração,Crítico
895,423.8,0,11,Apartamento,9.0,Refrigeração,Bom
896,627.4,0,25,Casa,10.4,Climatização,Mediano
897,938.0,1,22,Comercial,7.9,Serviços,Crítico
898,755.8,0,12,Comercial,3.2,Refrigeração,Excelente
899,473.0,1,6,Casa,3.6,Climatização,Mediano
900,724.4,1,8,Comercial,8.2,Climatização,Mediano
901,307.2,0,3,Apartamento,7.3,Climatização,Excelente
902,710.1,0,8,Comercial,7.3,Refrigeração,Excelente
903,385.8,0,16,Apartamento,4.2,Climatização,Bom
904,632.9,1,7,Casa,11.7,Iluminação,Crítico
905,1025.9,0,24,Comercial,10.2,Refrigeração,Mediano
906,663.6,0,10,Comercial,1.8,Refrigeração,Excelente
907,499.6,1,10,Apartamento,10.0,Serviços,Crítico
908,780.0,0,16,Comercial,7.6,Climatização,Bom
909,572.6,1,24,Apartamento,4.9,Serviços,Crítico
910,578.0,1,20,Casa,9.0,Serviços,Crítico
911,459.5,0,15,Apartamento,11.5,Outros,Mediano
912,397.6,1,1,Apartamento,8.7,Tecnologia,Ruim
913,530.5,0,21,Apartamento,9.7,Outros,Ruim
914,698.7,0,15,Comercial,4.6,Outros,Excelente
915,519.8,0,20,Apartamento,10.7,Tecnologia,Ruim
916,543.3,0,23,Casa,0.7,Outros,Bom
917,685.3,1,20,Casa,10.6,Refrigeração,Crítico
918,743.0,0,16,Comercial,3.0,Outros,Excelente
919,772.7,0,6,Comercial,9.1,Climatização,Excelente
920,638.7,0,6,Comercial,5.4,Iluminação,Excelente
921,666.7,1,24,Apartamento,11.8,Climatização,Crítico
922,961.8,0,24,Comercial,5.2,Refrigeração,Bom
923,499.2,0,19,Casa,0.5,Serviços,Bom
924,456.1,1,21,Apartamento,2.9,Tecnologia,Crítico
925,739.4,1,6,Comercial,3.1,Climatização,Mediano
926,483.6,1,21,Casa,1.2,Refrigeração,Ruim
