ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,qtd_ar_condicionado,qtd_ventilador,qtd_lampadas,qtd_microondas,qtd_air_fryer,qtd_lavar_secar,qtd_computadores,qtd_videogame,qtd_tv,qtd_chuveiro_eletrico,kwh_geladeira,kwh_ar_condicionado,kwh_ventilador,kwh_iluminacao,kwh_microondas,kwh_air_fryer,kwh_lavar_secar,kwh_computadores,kwh_videogame,kwh_tv,kwh_chuveiro_eletrico,kwh_categoria_iluminacao,kwh_categoria_refrigeracao,kwh_categoria_climatizacao,kwh_categoria_eletrodomesticos,kwh_categoria_tecnologia,consumo_real_medio_kwh_mes,fonte_energia,fonte_propria_energia,habito_compra_consciente,habito_desliga_tv_sem_uso,habito_evita_standby,habito_ac_portas_fechadas,habito_ac_desliga_ausencia,habito_evita_banho_longo,habito_chuveiro_posicao_verao,habito_geladeira_porta_fechada,habito_geladeira_alimentos_frios,habito_geladeira_termostato,habito_geladeira_nao_seca_roupa,habito_geladeira_borracha_vedacao,habito_lava_roupa_carga_maxima,habito_prefere_lampada_led,habito_evita_luz_dia,habito_apaga_luz_ambiente_vazio
59985,Nordeste,AL,Maceió,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,45.0,35.532000000000004,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Raramente,Normalmente,Normalmente,,,,,Normalmente,Raramente,Nunca,Nunca,Nunca,NÃO SE APLICA,Raramente,Raramente,Raramente
59986,Nordeste,AL,Maceió,1.0,0.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,45.0,0.0,35.532000000000004,13.499999999999998,5.64,0.0,0.0,8.459999999999999,0.0,0.0,0.0,13.499999999999998,45.0,35.532000000000004,5.64,8.459999999999999,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Raramente,Sempre,,,,,Normalmente,Sempre,Sempre,Raramente,Sempre,NÃO SE APLICA,Sempre,Sempre,Sempre
59987,Nordeste,AL,Maceió,1.0,0.0,3.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,45.0,0.0,106.596,7.199999999999999,3.92,0.0,0.0,5.076,0.0,0.0,0.0,7.199999999999999,45.0,106.596,3.92,5.076,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
59988,Nordeste,AL,Maceió,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,5.4,5.64,0.0,0.0,0.0,0.0,16.919999999999998,0.0,5.4,45.0,35.532000000000004,5.64,16.919999999999998,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Normalmente,Normalmente,,,,,Sempre,Sempre,Raramente,Sempre,Normalmente,NÃO SE APLICA,Normalmente,Sempre,Sempre
59989,Nordeste,AL,Maceió,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,8.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.549999999999999,45.0,35.532000000000004,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Normalmente,Sempre,,,,,Nunca,Nunca,Nunca,Nunca,Nunca,NÃO SE APLICA,Normalmente,Sempre,Sempre
59990,Norte,RO,Porto Velho,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,19.740000000000002,4.949999999999999,0.82,0.0,0.0,0.0,0.0,0.0,0.0,4.949999999999999,45.0,19.740000000000002,0.82,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
59991,Norte,RO,Porto Velho,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,45.0,17.766000000000002,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,NÃO SE APLICA,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
59992,Norte,RO,Porto Velho,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,45.0,17.766000000000002,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
59993,Norte,RO,Porto Velho,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,53.298,2.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999996,45.0,53.298,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,NÃO SE APLICA,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Sempre,Sempre
59994,Norte,RO,Porto Velho,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,45.0,17.766000000000002,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Sempre,Sempre
59995,Nordeste,AL,Maceió,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,3.1499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1499999999999995,45.0,0.0,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Normalmente,,,,,Normalmente,Normalmente,Raramente,Nunca,Nunca,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
59996,Nordeste,AL,Maceió,1.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,45.0,0.0,71.06400000000001,8.1,5.64,0.0,0.0,0.0,0.0,0.0,0.0,8.1,45.0,71.06400000000001,5.64,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,,,Nunca,Nunca,Nunca,Nunca,Nunca,Sempre,Sempre,Sempre,Sempre
59997,Nordeste,AL,Maceió,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,45.0,17.766000000000002,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Raramente,Raramente,NÃO SE APLICA,,,,,Normalmente,Normalmente,Normalmente,Raramente,Normalmente,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
59998,Nordeste,AL,Maceió,1.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,71.06400000000001,7.65,5.64,0.0,0.0,0.0,0.0,0.0,0.0,7.65,45.0,71.06400000000001,5.64,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
59999,Nordeste,AL,Maceió,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,17.766000000000002,2.6999999999999997,9.918999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,45.0,17.766000000000002,9.918999999999999,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,NÃO SE APLICA,NÃO SE APLICA,,,,,Sempre,Sempre,Sempre,Sempre,Nunca,NÃO SE APLICA,Normalmente,Sempre,Sempre
60000,Nordeste,AL,Maceió,1.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,4.949999999999999,0.0,0.0,0.0,1.764,0.0,0.0,0.0,4.949999999999999,45.0,35.532000000000004,0.0,1.764,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Raramente,Normalmente,,,,,NÃO SE APLICA,Normalmente,Normalmente,Normalmente,Normalmente,Sempre,Normalmente,Normalmente,Normalmente
60001,Nordeste,AL,Maceió,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,7.199999999999999,0.0,0.0,0.0,8.459999999999999,0.0,30.456,0.0,7.199999999999999,45.0,17.766000000000002,0.0,38.916,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Sempre,Sempre
60002,Nordeste,AL,Maceió,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,37.224,0.0,3.5999999999999996,45.0,17.766000000000002,0.0,37.224,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,,,Nunca,Nunca,Nunca,Nunca,Nunca,NÃO SE APLICA,Raramente,Raramente,Raramente
60003,Nordeste,AL,Maceió,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,2.6999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,45.0,17.766000000000002,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Raramente,Normalmente,,,,,Nunca,Nunca,Nunca,Normalmente,Nunca,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
60004,Nordeste,AL,Maceió,1.0,1.0,2.0,10.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,45.0,217.13999999999996,35.532000000000004,12.600000000000001,5.64,0.0,0.0,5.076,0.0,0.0,0.0,12.600000000000001,45.0,252.67199999999997,5.64,5.076,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Raramente,Sempre,Sempre,Sempre,,,Normalmente,Normalmente,Sempre,Sempre,Sempre,Normalmente,Normalmente,Sempre,Sempre
60005,Nordeste,AL,Maceió,1.0,0.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,45.0,0.0,53.298,13.95,5.64,0.0,0.0,0.0,0.0,0.0,0.0,13.95,45.0,53.298,5.64,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
60006,Nordeste,AL,Maceió,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,45.0,0.0,0.0,4.5,5.64,0.0,0.0,0.0,0.0,0.0,0.0,4.5,45.0,0.0,5.64,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Normalmente,Normalmente,,,,,Nunca,Nunca,Nunca,Nunca,Nunca,Sempre,Sempre,Raramente,Normalmente
60007,Nordeste,AL,Maceió,1.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,45.0,0.0,53.298,5.699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.699999999999999,45.0,53.298,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Raramente,Raramente,Raramente,,,,,Nunca,Raramente,Nunca,Nunca,Nunca,Normalmente,Normalmente,Normalmente,Normalmente
60008,Nordeste,AL,Maceió,1.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,3.5999999999999996,3.9129999999999994,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,45.0,35.532000000000004,3.9129999999999994,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
60009,Nordeste,AL,Maceió,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,6.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.299999999999999,45.0,17.766000000000002,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Normalmente,Sempre,,,,,Normalmente,Normalmente,Normalmente,Normalmente,Sempre,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
60010,Nordeste,AL,Maceió,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,27.072,0.0,1.7999999999999998,45.0,17.766000000000002,0.0,27.072,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Normalmente,Normalmente,,,,,Sempre,Sempre,Sempre,Nunca,Nunca,NÃO SE APLICA,Raramente,Raramente,Normalmente
60011,Nordeste,AL,Maceió,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,3.5999999999999996,0.0,0.0,0.0,8.459999999999999,0.0,0.0,0.0,3.5999999999999996,45.0,17.766000000000002,0.0,8.459999999999999,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,NÃO SE APLICA,NÃO SE APLICA,,,,,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
60012,Nordeste,AL,Maceió,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,17.766000000000002,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,45.0,17.766000000000002,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,NÃO SE APLICA,NÃO SE APLICA,,,,,Nunca,Nunca,Nunca,Nunca,Nunca,NÃO SE APLICA,Raramente,Raramente,Raramente
60013,Nordeste,AL,Maceió,1.0,0.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,5.4,0.8599999999999999,0.0,0.0,5.076,0.0,20.304,0.0,5.4,45.0,35.532000000000004,0.8599999999999999,25.38,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Nunca,Nunca,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
60014,Nordeste,AL,Maceió,1.0,0.0,2.0,11.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,45.0,0.0,35.532000000000004,12.900000000000002,5.64,0.0,0.0,15.228,0.0,0.0,0.0,12.900000000000002,45.0,35.532000000000004,5.64,15.228,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Raramente,Normalmente,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre
60015,Nordeste,AL,Maceió,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,71.06400000000001,4.05,0.0,0.0,0.0,0.0,0.0,16.919999999999998,0.0,4.05,45.0,71.06400000000001,0.0,16.919999999999998,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Raramente,,,,,Nunca,Nunca,Normalmente,Nunca,Nunca,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
60016,Nordeste,AL,Maceió,1.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,3.9,5.64,0.0,0.0,0.0,0.0,27.072,0.0,3.9,45.0,35.532000000000004,5.64,27.072,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Normalmente,Normalmente,Sempre,Sempre,Normalmente,Sempre,Sempre
60017,Nordeste,AL,Maceió,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,106.596,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,45.0,106.596,0.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Raramente,,,,,Nunca,Nunca,Normalmente,Nunca,Nunca,NÃO SE APLICA,Raramente,Raramente,Normalmente
60018,Nordeste,AL,Maceió,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.870000000000001,2.6999999999999997,0.0,0.0,0.0,0.0,0.0,16.919999999999998,0.0,2.6999999999999997,0.0,9.870000000000001,0.0,16.919999999999998,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Raramente,Normalmente,,,,,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
60019,Nordeste,AL,Maceió,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,45.0,0.0,17.766000000000002,3.0,2.1799999999999997,0.0,0.0,0.0,8.82,23.688,0.0,3.0,45.0,17.766000000000002,2.1799999999999997,32.507999999999996,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Nunca,Nunca,Nunca,Nunca,Nunca,Sempre,Sempre,Sempre,Sempre
60020,Nordeste,AL,Maceió,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,13.536,0.0,8.1,45.0,0.0,0.0,13.536,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Raramente,Sempre,,,,,Nunca,Nunca,Normalmente,Nunca,Sempre,NÃO SE APLICA,Sempre,Sempre,Normalmente
60021,Nordeste,AL,Maceió,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,3.0,0.0,0.0,0.0,0.0,0.0,30.456,0.0,3.0,45.0,17.766000000000002,0.0,30.456,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Sempre,Sempre
60022,Nordeste,AL,Maceió,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,6.300000000000001,0.0,0.0,0.0,0.0,0.0,40.608,0.0,6.300000000000001,45.0,35.532000000000004,0.0,40.608,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Raramente,Normalmente,,,,,Nunca,Nunca,Normalmente,Nunca,Normalmente,NÃO SE APLICA,Raramente,Normalmente,Normalmente
60023,Nordeste,AL,Maceió,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.532000000000004,5.4,0.0,0.0,0.0,0.0,0.0,37.224,0.0,5.4,0.0,35.532000000000004,0.0,37.224,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Raramente,Raramente,Raramente,,,,,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,Normalmente,Sempre,Raramente
60024,Nordeste,AL,Maceió,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,4.199999999999999,5.64,0.0,0.0,0.0,0.0,20.304,0.0,4.199999999999999,45.0,35.532000000000004,5.64,20.304,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Raramente,Normalmente,,,,,Nunca,Nunca,Raramente,Nunca,Raramente,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
60025,Nordeste,AL,Arapiraca,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,71.06400000000001,10.800000000000002,0.0,0.0,0.0,0.0,0.0,40.608,0.0,10.800000000000002,45.0,71.06400000000001,0.0,40.608,81.58333333333333,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Normalmente,,,,,Sempre,Sempre,Normalmente,Sempre,Sempre,NÃO SE APLICA,Sempre,Sempre,Sempre
60026,Nordeste,AL,Arapiraca,1.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,45.0,0.0,35.532000000000004,16.2,0.0,0.0,0.0,0.0,0.0,54.144,0.0,16.2,45.0,35.532000000000004,0.0,54.144,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Normalmente,,,,,Normalmente,Sempre,Normalmente,Sempre,Sempre,Sempre,Normalmente,Sempre,Normalmente
60027,Nordeste,AL,Arapiraca,1.0,0.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,45.0,0.0,71.06400000000001,13.049999999999999,5.64,0.0,0.0,8.459999999999999,0.0,27.072,0.0,13.049999999999999,45.0,71.06400000000001,5.64,35.532,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
60028,Nordeste,AL,Arapiraca,1.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,45.0,0.0,71.06400000000001,14.76,0.0,0.0,0.0,16.92,0.0,0.0,40.0,14.76,45.0,71.06400000000001,40.0,16.92,136.83333333333334,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Raramente,,,NÃO SE APLICA,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Sempre,Normalmente
60029,Nordeste,AL,Arapiraca,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,71.06400000000001,5.279999999999999,0.0,0.0,0.0,0.0,0.0,33.839999999999996,0.0,5.279999999999999,45.0,71.06400000000001,0.0,33.839999999999996,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Normalmente,Sempre,,,,,Sempre,Sempre,Normalmente,Sempre,Sempre,NÃO SE APLICA,Normalmente,Sempre,Sempre
60030,Nordeste,AL,Arapiraca,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,45.0,0.0,0.0,18.45,0.0,0.0,0.0,8.459999999999999,0.0,47.376,0.0,18.45,45.0,0.0,0.0,55.836,113.75,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Normalmente,Sempre
60031,Nordeste,AL,Arapiraca,1.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,13.5,5.64,0.0,0.0,0.0,0.0,23.688,0.0,13.5,45.0,35.532000000000004,5.64,23.688,81.75,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Raramente,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Nunca,Normalmente,Sempre,Sempre
60032,Nordeste,AL,Arapiraca,1.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,45.0,0.0,71.06400000000001,10.11,0.0,0.0,0.0,8.46,0.0,23.688,10.0,10.11,45.0,71.06400000000001,10.0,32.147999999999996,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Raramente,,,Normalmente,Sempre,Nunca,Sempre,Normalmente,Raramente,Sempre,NÃO SE APLICA,Normalmente,Sempre,Normalmente
60033,Nordeste,AL,Arapiraca,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,45.0,0.0,35.532000000000004,13.95,0.0,0.0,0.0,0.0,1.0045,47.376,20.0,13.95,45.0,35.532000000000004,20.0,48.3805,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Raramente,,,Normalmente,Sempre,Sempre,Normalmente,NÃO SE APLICA,Sempre,Sempre,NÃO SE APLICA,Normalmente,Normalmente,Sempre
60034,Nordeste,AL,Arapiraca,1.0,0.0,4.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,45.0,0.0,71.06400000000001,19.799999999999997,2.1799999999999997,0.0,0.0,0.5781000000000001,0.0,20.304,0.0,19.799999999999997,45.0,71.06400000000001,2.1799999999999997,20.882099999999998,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Normalmente,,,,,Sempre,Normalmente,Normalmente,Sempre,Sempre,Sempre,Normalmente,Sempre,Normalmente
60035,Nordeste,AL,Arapiraca,1.0,0.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,45.0,0.0,17.766000000000002,14.399999999999999,5.64,0.0,0.0,0.0,0.0,0.0,0.0,14.399999999999999,45.0,17.766000000000002,5.64,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,,,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
60036,Nordeste,AL,Arapiraca,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,45.0,0.0,0.0,15.330000000000002,0.0,0.0,0.0,0.0,0.0,43.992,0.0,15.330000000000002,45.0,0.0,0.0,43.992,87.33333333333333,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Normalmente,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre
60037,Nordeste,AL,Arapiraca,1.0,0.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,45.0,0.0,11.844000000000001,24.27,5.64,0.0,0.0,0.0,0.0,13.536,0.0,24.27,45.0,11.844000000000001,5.64,13.536,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Normalmente,Normalmente
60038,Nordeste,AL,Arapiraca,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,17.766000000000002,36.0,3.92,0.0,0.0,0.0,0.0,33.839999999999996,0.0,36.0,45.0,17.766000000000002,3.92,33.839999999999996,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Normalmente,Normalmente,,,,,Sempre,Sempre,Nunca,Sempre,Sempre,Sempre,Normalmente,Normalmente,Normalmente
60039,Nordeste,AL,Arapiraca,1.0,0.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,45.0,0.0,35.532000000000004,25.65,2.1799999999999997,0.0,0.0,1.764,0.0,0.0,49.99999999999999,25.65,45.0,35.532000000000004,52.17999999999999,1.764,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,NÃO SE APLICA,Normalmente,,,Sempre,Sempre,Sempre,Normalmente,Normalmente,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre
