id_cliente,consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria_maior_consumo
548,687.2,False,1,Comercial,10.8,Iluminação
549,688.2,False,17,Comercial,0.6,Eletrodomésticos
550,635.9,False,10,Comercial,0.2,Climatização
551,497.6,True,4,Casa,11.1,Outros
552,699.9,False,3,Comercial,7.0,Climatização
553,405.7,False,2,Casa,5.8,Serviços
554,482.4,True,17,Apartamento,11.3,Refrigeração
555,254.1,False,2,Apartamento,5.4,Climatização
556,478.6,False,13,Apartamento,7.6,Serviços
557,763.3,False,20,Comercial,2.7,Refrigeração
558,635.4,True,1,Comercial,5.6,Climatização
559,928.1,True,23,Comercial,7.8,Refrigeração
560,530.1,False,17,Casa,7.8,Outros
561,442.8,False,5,Apartamento,11.8,Eletrodomésticos
562,338.1,True,1,Casa,1.7,Eletrodomésticos
563,233.3,True,1,Apartamento,0.3,Iluminação
564,399.7,True,5,Casa,3.6,Serviços
565,354.7,False,9,Casa,0.9,Refrigeração
566,326.0,True,3,Casa,1.4,Iluminação
567,558.6,False,23,Casa,9.3,Climatização
568,380.4,True,4,Apartamento,9.7,Eletrodomésticos
569,351.9,False,5,Casa,2.4,Eletrodomésticos
570,696.5,True,1,Comercial,6.5,Refrigeração
571,384.9,True,14,Apartamento,2.7,Tecnologia
572,609.5,True,5,Comercial,0.1,Refrigeração
573,740.6,False,11,Comercial,7.2,Climatização
574,319.0,True,16,Apartamento,0.1,Outros
575,443.0,False,9,Casa,0.5,Refrigeração
576,418.9,True,4,Casa,1.3,Iluminação
577,757.5,True,18,Casa,9.7,Serviços
578,716.8,False,12,Comercial,6.8,Climatização
579,718.5,False,23,Casa,9.6,Eletrodomésticos
580,509.0,True,17,Apartamento,4.5,Iluminação
581,841.9,True,23,Comercial,4.6,Refrigeração
582,322.0,True,5,Apartamento,4.2,Iluminação
583,823.9,True,14,Comercial,5.6,Refrigeração
584,415.4,False,7,Casa,3.8,Iluminação
585,453.3,False,9,Casa,3.5,Iluminação
586,829.6,False,23,Comercial,4.5,Refrigeração
587,671.1,False,25,Casa,10.7,Refrigeração
588,388.1,True,19,Apartamento,3.7,Tecnologia
589,734.7,False,14,Comercial,6.7,Climatização
590,912.3,True,23,Comercial,3.3,Climatização
591,770.5,True,17,Comercial,2.0,Climatização
592,509.3,True,2,Casa,9.8,Iluminação
593,371.5,True,5,Casa,0.8,Iluminação
594,305.4,False,4,Casa,1.5,Tecnologia
595,781.2,False,25,Comercial,2.0,Refrigeração
596,709.6,True,9,Comercial,6.7,Tecnologia
597,840.9,True,20,Comercial,1.8,Climatização
598,444.4,False,12,Casa,1.6,Outros
599,522.4,True,8,Casa,7.3,Serviços
600,811.9,True,20,Comercial,0.5,Climatização
601,456.7,False,18,Apartamento,8.8,Iluminação
602,401.1,True,4,Casa,5.9,Eletrodomésticos
603,828.5,True,23,Comercial,0.5,Eletrodomésticos
604,418.3,False,20,Apartamento,1.4,Outros
605,642.4,True,8,Comercial,1.4,Eletrodomésticos
606,432.1,True,12,Apartamento,7.0,Refrigeração
607,604.6,False,5,Comercial,2.2,Climatização
608,394.0,True,20,Apartamento,0.8,Serviços
609,333.8,True,3,Apartamento,8.8,Refrigeração
610,393.9,True,7,Apartamento,7.1,Refrigeração
611,411.3,False,22,Apartamento,1.4,Climatização
612,362.3,True,1,Casa,0.4,Tecnologia
613,684.0,True,22,Casa,8.9,Eletrodomésticos
614,911.1,False,25,Comercial,9.2,Climatização
615,701.8,True,12,Comercial,3.8,Refrigeração
616,816.5,False,25,Comercial,3.5,Climatização
617,352.9,True,12,Apartamento,3.7,Climatização
618,751.4,False,12,Comercial,4.4,Refrigeração
619,612.8,False,10,Comercial,1.5,Climatização
620,145.9,False,1,Apartamento,0.7,Serviços
621,356.7,False,2,Casa,9.8,Iluminação
622,632.7,False,24,Casa,0.1,Eletrodomésticos
623,604.6,False,16,Casa,6.3,Refrigeração
624,562.9,False,13,Casa,7.3,Serviços
625,409.3,True,6,Casa,5.2,Serviços
626,315.6,False,1,Apartamento,9.3,Tecnologia
627,338.3,False,6,Apartamento,6.9,Tecnologia
628,737.2,True,7,Comercial,7.0,Iluminação
629,362.5,False,8,Apartamento,10.4,Outros
630,169.0,False,3,Apartamento,0.5,Climatização
631,378.9,False,13,Apartamento,8.9,Tecnologia
632,276.4,False,7,Apartamento,2.6,Eletrodomésticos
633,743.6,True,9,Comercial,8.2,Climatização
634,295.3,False,3,Apartamento,7.6,Serviços
635,520.8,True,6,Casa,5.9,Eletrodomésticos
636,448.1,True,1,Casa,7.5,Serviços
637,901.6,False,21,Comercial,9.8,Tecnologia
638,302.8,True,6,Apartamento,5.1,Climatização
639,485.1,False,8,Casa,10.3,Eletrodomésticos
640,701.5,False,24,Casa,11.5,Outros
641,443.9,False,1,Casa,10.1,Eletrodomésticos
642,283.2,True,3,Apartamento,3.6,Climatização
643,308.8,False,1,Casa,1.5,Serviços
644,586.9,True,22,Casa,3.8,Eletrodomésticos
645,454.9,True,18,Apartamento,9.4,Iluminação
646,645.4,True,5,Comercial,3.6,Refrigeração
647,838.5,True,11,Comercial,11.1,Climatização
648,742.4,False,18,Comercial,0.1,Climatização
649,788.4,False,13,Comercial,8.4,Refrigeração
650,524.8,True,23,Casa,0.1,Outros
651,502.8,True,15,Apartamento,6.1,Eletrodomésticos
652,802.1,True,25,Casa,10.4,Outros
653,592.0,True,3,Comercial,2.0,Iluminação
654,640.4,False,8,Comercial,4.4,Refrigeração
655,335.7,False,9,Apartamento,4.5,Climatização
656,629.7,True,24,Apartamento,8.5,Outros
657,451.4,False,2,Casa,11.1,Serviços
658,845.8,True,23,Comercial,3.2,Refrigeração
659,559.3,False,23,Apartamento,6.2,Iluminação
660,563.0,True,22,Apartamento,3.8,Iluminação
661,729.7,False,6,Comercial,7.6,Eletrodomésticos
662,772.7,True,19,Comercial,3.7,Climatização
663,558.2,False,2,Comercial,4.9,Climatização
664,322.5,False,4,Casa,0.8,Eletrodomésticos
665,510.5,False,16,Casa,4.9,Climatização
666,418.8,True,11,Apartamento,7.4,Iluminação
667,370.3,False,2,Casa,4.3,Refrigeração
668,712.3,True,21,Casa,5.9,Outros
669,497.3,True,18,Casa,2.6,Outros
670,421.3,True,13,Casa,2.6,Eletrodomésticos
671,509.2,False,22,Casa,2.0,Serviços
672,367.0,True,11,Apartamento,3.3,Refrigeração
673,391.0,False,7,Apartamento,10.7,Eletrodomésticos
674,721.5,True,6,Comercial,6.7,Refrigeração
675,602.2,True,10,Casa,11.1,Climatização
676,385.6,True,7,Apartamento,9.8,Serviços
677,530.8,True,18,Apartamento,10.1,Tecnologia
678,523.9,True,17,Apartamento,6.5,Eletrodomésticos
679,721.9,True,20,Casa,6.3,Refrigeração
680,515.0,False,15,Apartamento,11.8,Tecnologia
681,335.0,False,5,Apartamento,6.2,Serviços
682,400.6,True,9,Casa,3.1,Iluminação
683,621.6,True,17,Casa,9.3,Iluminação
684,395.1,False,14,Casa,6.1,Refrigeração
685,494.9,True,8,Casa,10.8,Outros
686,340.6,True,6,Apartamento,7.0,Serviços
687,274.3,True,5,Apartamento,1.4,Eletrodomésticos
688,537.2,False,8,Comercial,0.4,Climatização
689,540.8,True,8,Casa,11.8,Outros
690,517.5,True,12,Casa,3.5,Climatização
691,638.4,True,2,Comercial,4.2,Refrigeração
692,773.9,False,24,Comercial,2.3,Refrigeração
693,383.4,False,10,Casa,3.9,Refrigeração
694,541.9,False,25,Casa,6.3,Climatização
695,464.4,False,18,Apartamento,9.3,Eletrodomésticos
696,380.7,True,10,Apartamento,3.6,Iluminação
697,369.5,False,20,Apartamento,0.1,Eletrodomésticos
698,867.5,False,7,Comercial,11.5,Tecnologia
699,674.3,False,19,Casa,11.7,Outros
700,759.4,False,19,Comercial,6.9,Climatização
701,783.9,True,20,Comercial,8.3,Climatização
702,642.2,True,21,Casa,8.3,Serviços
703,376.9,False,6,Casa,6.3,Outros
704,402.1,True,13,Apartamento,6.8,Refrigeração
705,390.8,False,2,Casa,8.3,Climatização
706,532.5,True,8,Casa,8.3,Refrigeração
707,972.7,True,20,Comercial,9.9,Eletrodomésticos
708,584.9,True,25,Apartamento,7.4,Tecnologia
709,387.5,False,4,Casa,6.0,Eletrodomésticos
710,373.6,False,20,Apartamento,0.4,Serviços
711,547.1,True,7,Casa,10.7,Serviços
712,304.8,False,16,Apartamento,0.3,Climatização
713,277.3,False,1,Apartamento,9.3,Serviços
714,756.4,False,17,Comercial,5.9,Serviços
715,485.8,False,15,Apartamento,10.9,Outros
716,770.1,False,13,Comercial,6.6,Refrigeração
717,617.0,False,22,Casa,10.2,Outros
718,601.7,True,22,Casa,4.2,Refrigeração
719,609.6,False,10,Comercial,9.5,Climatização
720,337.5,True,5,Apartamento,10.5,Tecnologia
721,828.5,False,20,Comercial,7.9,Refrigeração
722,759.6,True,23,Casa,7.1,Eletrodomésticos
723,513.9,False,14,Casa,6.5,Tecnologia
724,818.9,False,13,Comercial,8.7,Climatização
725,485.0,True,17,Apartamento,7.6,Serviços
726,460.9,False,16,Casa,0.7,Climatização
727,383.0,False,4,Casa,5.1,Climatização
728,335.0,False,3,Apartamento,9.5,Eletrodomésticos
729,613.9,False,11,Comercial,3.9,Tecnologia
730,780.9,True,20,Comercial,0.5,Refrigeração
731,445.3,False,14,Apartamento,10.6,Eletrodomésticos
732,339.4,False,11,Apartamento,6.3,Tecnologia
733,397.8,True,8,Apartamento,6.8,Iluminação
734,510.4,False,19,Casa,1.9,Iluminação
735,344.5,False,2,Casa,6.9,Refrigeração
736,677.6,True,10,Comercial,2.2,Outros
737,665.0,False,9,Comercial,2.9,Iluminação
738,475.5,False,5,Casa,8.7,Tecnologia
739,297.1,False,5,Apartamento,5.9,Outros
740,343.2,False,13,Apartamento,5.5,Outros
741,777.0,False,18,Comercial,11.4,Eletrodomésticos
742,614.5,True,13,Casa,4.3,Eletrodomésticos
743,573.5,True,14,Casa,7.0,Eletrodomésticos
744,723.1,False,14,Comercial,1.0,Eletrodomésticos
745,483.4,True,11,Apartamento,6.9,Outros
746,643.0,False,7,Comercial,4.6,Climatização
747,453.6,True,4,Casa,6.6,Eletrodomésticos
748,422.1,False,24,Casa,0.6,Outros
749,891.4,True,17,Comercial,5.8,Outros
750,588.1,True,1,Comercial,2.7,Iluminação
751,732.7,True,8,Comercial,8.2,Climatização
752,463.7,False,15,Apartamento,6.3,Iluminação
753,327.8,True,7,Apartamento,3.1,Tecnologia
754,270.2,False,4,Apartamento,8.0,Tecnologia
755,765.9,False,18,Comercial,0.9,Climatização
756,389.8,False,9,Apartamento,5.8,Outros
757,577.7,True,17,Apartamento,11.5,Climatização
758,754.9,True,9,Comercial,7.1,Refrigeração
759,473.2,False,16,Casa,0.5,Serviços
760,628.1,True,24,Apartamento,8.4,Eletrodomésticos
761,885.0,True,12,Comercial,11.3,Refrigeração
762,540.0,True,7,Casa,6.7,Eletrodomésticos
763,620.2,True,1,Comercial,11.0,Refrigeração
764,417.6,False,4,Casa,3.6,Eletrodomésticos
765,431.7,True,9,Apartamento,5.0,Iluminação
766,336.5,False,18,Apartamento,3.6,Serviços
767,358.4,True,1,Casa,1.1,Serviços
768,624.3,True,18,Casa,3.8,Refrigeração
769,800.9,True,6,Comercial,9.5,Refrigeração
770,471.6,False,5,Comercial,0.0,Climatização
771,614.3,False,23,Casa,11.7,Tecnologia
772,547.3,True,25,Apartamento,1.4,Refrigeração
773,645.6,True,21,Casa,6.7,Eletrodomésticos
774,656.9,False,5,Comercial,7.5,Outros
775,534.5,False,19,Casa,0.3,Refrigeração
776,445.7,True,15,Apartamento,2.8,Climatização
777,575.8,True,3,Casa,11.3,Climatização
778,736.4,False,13,Comercial,9.1,Climatização
779,399.6,False,22,Apartamento,2.0,Iluminação
780,380.3,True,12,Apartamento,4.1,Refrigeração
781,752.0,True,16,Comercial,2.2,Refrigeração
782,823.6,False,18,Comercial,7.6,Eletrodomésticos
783,245.6,False,4,Apartamento,1.3,Climatização
784,668.1,True,7,Comercial,0.6,Refrigeração
785,278.0,False,10,Apartamento,3.9,Iluminação
786,634.8,False,19,Casa,5.5,Eletrodomésticos
787,553.3,True,17,Apartamento,10.5,Tecnologia
788,770.4,True,20,Comercial,4.0,Serviços
789,638.9,False,18,Casa,5.6,Serviços
790,882.5,True,17,Comercial,10.2,Refrigeração
791,419.4,True,14,Casa,3.6,Tecnologia
792,473.0,True,5,Casa,9.0,Climatização
793,284.3,False,2,Apartamento,8.8,Iluminação
794,577.9,False,6,Comercial,1.4,Climatização
795,505.1,False,16,Casa,3.7,Iluminação
796,535.0,True,14,Casa,6.2,Outros
797,443.5,False,15,Apartamento,7.2,Climatização
798,420.9,True,18,Apartamento,4.3,Tecnologia
799,440.7,False,15,Apartamento,6.1,Outros
800,647.2,False,14,Comercial,0.0,Climatização
801,511.6,True,14,Casa,4.7,Climatização
802,419.5,True,21,Apartamento,1.4,Eletrodomésticos
803,345.0,False,3,Apartamento,6.2,Climatização
804,553.0,True,7,Casa,10.3,Outros
805,250.1,False,13,Apartamento,1.0,Climatização
806,709.3,False,13,Comercial,5.8,Refrigeração
807,517.6,True,17,Apartamento,11.8,Climatização
808,534.3,True,13,Casa,8.8,Iluminação
809,249.8,False,7,Apartamento,3.2,Outros
810,631.1,False,25,Casa,10.4,Eletrodomésticos
811,234.9,False,1,Casa,0.4,Iluminação
812,465.7,True,10,Apartamento,6.2,Refrigeração
813,959.3,True,20,Comercial,5.7,Climatização
814,505.2,False,18,Apartamento,8.8,Eletrodomésticos
815,538.0,False,23,Casa,4.4,Serviços
816,823.5,False,21,Comercial,4.1,Climatização
817,879.5,True,15,Comercial,11.4,Iluminação
818,536.9,True,17,Apartamento,8.3,Tecnologia
819,550.8,False,21,Casa,3.9,Climatização
820,354.9,True,4,Casa,2.3,Outros
821,496.0,True,19,Apartamento,1.4,Refrigeração
822,489.7,False,21,Apartamento,2.8,Eletrodomésticos
823,465.3,False,19,Apartamento,11.0,Serviços
824,448.6,False,10,Casa,5.0,Iluminação
825,828.0,True,17,Comercial,6.9,Climatização
826,424.0,False,18,Apartamento,4.1,Serviços
827,486.6,True,13,Apartamento,4.9,Refrigeração
828,248.7,False,8,Apartamento,1.8,Iluminação
829,445.3,False,17,Apartamento,7.8,Climatização
830,659.7,False,8,Comercial,10.4,Climatização
831,308.3,True,4,Apartamento,8.1,Eletrodomésticos
832,633.4,False,19,Casa,8.3,Refrigeração
833,497.4,True,17,Apartamento,6.1,Serviços
834,653.9,True,1,Comercial,2.7,Tecnologia
835,390.4,True,11,Apartamento,2.9,Outros
836,566.6,True,16,Casa,6.2,Serviços
837,558.4,True,11,Casa,3.5,Serviços
838,426.6,False,11,Casa,4.7,Outros
839,795.7,False,23,Comercial,7.1,Outros
840,957.3,True,15,Comercial,8.0,Climatização
841,422.4,False,13,Apartamento,3.7,Iluminação
842,708.4,False,11,Comercial,6.7,Iluminação
843,807.3,True,21,Casa,11.5,Serviços
844,387.6,True,7,Apartamento,4.5,Climatização
845,504.0,False,19,Apartamento,11.5,Climatização
846,344.2,True,9,Apartamento,3.3,Outros
847,743.2,False,11,Comercial,9.8,Iluminação
848,384.0,False,16,Apartamento,5.5,Serviços
849,650.7,False,7,Comercial,1.1,Refrigeração
850,709.8,False,18,Comercial,2.8,Refrigeração
851,483.4,True,10,Casa,4.8,Refrigeração
852,639.1,True,6,Comercial,0.1,Climatização
853,278.7,True,7,Apartamento,2.1,Iluminação
854,570.5,False,5,Comercial,1.0,Refrigeração
855,895.4,True,22,Comercial,2.3,Climatização
856,583.7,False,24,Apartamento,7.9,Outros
857,894.3,True,25,Comercial,7.9,Refrigeração
858,782.2,True,4,Comercial,11.1,Climatização
859,619.2,True,5,Comercial,2.1,Refrigeração
860,1011.1,True,18,Comercial,11.7,Iluminação
861,509.5,False,14,Casa,5.8,Climatização
862,464.8,True,7,Casa,3.2,Refrigeração
863,857.3,False,18,Comercial,10.7,Tecnologia
864,866.9,True,11,Comercial,7.8,Climatização
865,477.0,False,24,Apartamento,6.7,Outros
866,395.3,True,14,Apartamento,1.9,Iluminação
867,797.8,True,14,Comercial,7.1,Iluminação
868,446.7,False,18,Apartamento,5.6,Iluminação
869,467.2,True,8,Apartamento,9.5,Tecnologia
870,482.4,False,9,Casa,9.2,Climatização
871,523.2,False,22,Apartamento,6.0,Serviços
872,645.6,False,17,Comercial,0.1,Refrigeração
873,688.7,False,6,Comercial,11.9,Climatização
874,269.4,True,8,Apartamento,0.3,Outros
875,524.0,False,15,Casa,7.6,Refrigeração
876,716.6,False,23,Casa,11.9,Serviços
877,674.9,True,6,Comercial,5.4,Refrigeração
878,840.5,True,22,Comercial,9.5,Refrigeração
879,414.7,True,4,Apartamento,10.6,Climatização
880,739.5,True,18,Casa,11.6,Refrigeração
881,250.6,False,1,Apartamento,5.6,Eletrodomésticos
882,639.5,True,25,Casa,3.4,Outros
883,413.3,True,8,Apartamento,6.5,Climatização
884,710.0,True,21,Casa,9.0,Outros
885,942.2,True,19,Comercial,6.4,Serviços
886,527.4,False,9,Casa,11.7,Outros
887,434.3,True,13,Apartamento,9.8,Iluminação
888,683.7,True,6,Comercial,3.1,Refrigeração
889,597.8,True,22,Casa,7.4,Serviços
890,415.0,True,8,Casa,0.6,Eletrodomésticos
891,453.1,False,24,Apartamento,2.9,Refrigeração
892,276.9,False,2,Casa,0.5,Eletrodomésticos
893,807.6,True,9,Comercial,9.1,Climatização
894,448.7,True,3,Apartamento,10.0,Eletrodomésticos
895,491.2,True,12,Apartamento,9.5,Tecnologia
896,863.8,True,23,Comercial,5.6,Refrigeração
897,732.9,False,10,Comercial,6.2,Climatização
898,702.1,False,23,Casa,7.0,Eletrodomésticos
899,330.1,False,8,Apartamento,4.8,Outros
900,287.5,False,2,Apartamento,6.0,Refrigeração
901,822.0,False,18,Comercial,6.4,Refrigeração
902,524.7,True,18,Apartamento,9.5,Tecnologia
903,503.3,False,11,Casa,5.7,Refrigeração
904,549.1,False,22,Casa,7.8,Eletrodomésticos
905,651.5,False,4,Comercial,8.4,Climatização
906,375.4,False,13,Apartamento,4.7,Outros
907,421.4,False,11,Apartamento,6.8,Eletrodomésticos
908,869.3,True,23,Comercial,6.1,Iluminação
909,717.9,True,1,Comercial,10.0,Climatização
910,512.4,False,10,Casa,8.7,Climatização
911,652.6,True,4,Comercial,5.2,Outros
912,745.3,True,22,Casa,8.9,Tecnologia
913,451.9,True,6,Apartamento,11.9,Climatização
914,381.0,True,4,Apartamento,9.5,Climatização
915,562.0,True,25,Casa,2.3,Outros
916,481.9,True,7,Casa,7.2,Iluminação
917,556.3,True,9,Casa,9.4,Eletrodomésticos
918,566.7,True,11,Casa,10.1,Climatização
919,404.8,True,7,Casa,2.9,Serviços
920,808.7,True,23,Comercial,1.2,Refrigeração
921,744.2,False,9,Comercial,8.7,Eletrodomésticos
922,379.6,True,8,Apartamento,6.9,Iluminação
923,649.7,True,24,Apartamento,9.1,Iluminação
924,618.7,True,20,Apartamento,8.3,Tecnologia
925,546.1,True,8,Casa,11.2,Outros
926,753.6,False,16,Comercial,8.0,Iluminação
927,788.7,False,11,Comercial,10.9,Eletrodomésticos
928,433.8,False,22,Apartamento,1.8,Iluminação
929,576.8,False,3,Comercial,3.2,Climatização
930,709.8,True,16,Casa,11.9,Eletrodomésticos
931,244.1,False,7,Apartamento,3.6,Serviços
932,443.7,True,4,Casa,7.6,Refrigeração
933,478.7,False,20,Apartamento,11.2,Serviços
934,465.5,False,16,Casa,7.0,Climatização
935,697.9,False,5,Comercial,10.7,Refrigeração
936,659.9,False,1,Comercial,7.5,Tecnologia
937,696.1,False,11,Comercial,7.6,Refrigeração
938,805.4,False,25,Comercial,5.2,Tecnologia
939,644.7,True,24,Casa,8.2,Climatização
940,418.3,False,11,Apartamento,5.9,Climatização
941,243.0,True,1,Apartamento,0.6,Refrigeração
942,606.9,False,22,Apartamento,11.4,Eletrodomésticos
943,317.0,False,9,Apartamento,5.2,Climatização
944,808.4,True,16,Comercial,5.8,Refrigeração
945,440.4,True,14,Casa,1.4,Climatização
946,771.7,True,14,Comercial,9.9,Outros
947,479.3,True,12,Casa,4.9,Serviços
948,693.1,False,10,Comercial,3.0,Tecnologia
949,489.1,True,18,Casa,1.4,Refrigeração
950,713.8,True,3,Comercial,6.7,Climatização
951,710.7,True,21,Apartamento,11.2,Serviços
952,453.2,False,17,Casa,0.4,Iluminação
953,378.3,False,5,Casa,4.4,Climatização
954,987.1,False,25,Comercial,11.8,Climatização
955,579.7,False,1,Comercial,4.9,Climatização
956,440.0,False,9,Apartamento,10.4,Eletrodomésticos
957,550.1,True,14,Casa,7.5,Outros
958,919.0,True,22,Comercial,4.1,Refrigeração
959,237.0,True,4,Apartamento,1.2,Refrigeração
960,533.3,True,18,Apartamento,8.8,Tecnologia
961,515.6,False,12,Casa,6.7,Refrigeração
962,582.6,False,22,Casa,2.6,Refrigeração
963,535.9,False,10,Casa,9.8,Outros
964,306.7,False,5,Casa,0.8,Refrigeração
965,347.7,True,6,Apartamento,5.0,Refrigeração
966,831.4,True,20,Comercial,3.3,Climatização
967,870.6,True,20,Comercial,7.9,Refrigeração
968,756.2,False,17,Comercial,2.7,Refrigeração
969,538.3,False,22,Casa,7.6,Iluminação
970,426.9,False,20,Apartamento,3.0,Climatização
971,733.2,False,6,Comercial,8.7,Refrigeração
972,469.3,True,6,Casa,7.6,Iluminação
973,806.6,False,15,Comercial,8.8,Climatização
974,753.9,True,16,Comercial,1.1,Climatização
975,514.1,False,2,Comercial,0.1,Climatização
976,394.0,True,13,Apartamento,3.3,Serviços
977,372.0,True,18,Apartamento,0.6,Eletrodomésticos
978,245.1,False,6,Apartamento,5.7,Tecnologia
979,546.2,False,2,Comercial,0.4,Iluminação
980,801.1,True,10,Comercial,9.5,Eletrodomésticos
981,508.0,False,8,Casa,11.2,Serviços
982,696.5,True,14,Comercial,4.0,Tecnologia
983,570.6,True,21,Apartamento,6.8,Tecnologia
984,770.2,True,14,Comercial,6.4,Climatização
985,393.0,True,4,Apartamento,10.4,Tecnologia
986,598.6,True,5,Comercial,0.2,Iluminação
987,307.6,False,7,Apartamento,8.7,Serviços
988,730.7,False,25,Comercial,0.2,Refrigeração
989,928.8,False,18,Comercial,9.2,Climatização
990,678.4,True,23,Casa,10.6,Iluminação
991,795.4,True,10,Comercial,6.8,Refrigeração
992,428.6,False,9,Casa,3.4,Outros
993,230.0,False,10,Apartamento,2.4,Eletrodomésticos
994,661.1,False,5,Comercial,6.2,Climatização
995,377.3,False,6,Casa,2.9,Refrigeração
996,445.8,False,19,Casa,1.7,Serviços
997,490.7,False,7,Casa,9.2,Tecnologia
998,209.0,False,5,Apartamento,1.4,Tecnologia
999,633.7,False,4,Comercial,5.6,Climatização
1000,527.8,False,17,Casa,5.8,Refrigeração
