client_id,consumption_kwh,peak_hour_usage,equipment_quantity,property_type,high_consumption_hours,highest_consumption_category,category
461,666.0,0,24,Casa,8.5,Refrigeração,Mediano
462,410.1,0,6,Casa,8.1,Serviços,Excelente
463,674.6,1,13,Comercial,1.5,Climatização,Mediano
464,583.5,1,21,Casa,2.0,Iluminação,Crítico
465,475.6,1,22,Apartamento,7.1,Iluminação,Crítico
466,859.1,1,19,Comercial,9.6,Climatização,Crítico
467,782.0,0,17,Comercial,10.6,Refrigeração,Bom
468,553.1,1,20,Casa,4.0,Tecnologia,Crítico
469,197.6,0,1,Apartamento,2.8,Serviços,Excelente
470,195.1,0,4,Apartamento,0.2,Iluminação,Excelente
471,387.7,1,4,Casa,3.6,Tecnologia,Mediano
472,876.4,0,23,Comercial,7.9,Climatização,Mediano
473,504.2,1,13,Casa,7.5,Outros,Ruim
474,641.4,1,21,Casa,0.5,Refrigeração,Crítico
475,786.2,0,17,Comercial,3.4,Climatização,Bom
476,432.6,1,16,Apartamento,5.0,Eletrodomésticos,Crítico
477,463.3,1,8,Casa,1.6,Serviços,Mediano
478,253.7,1,6,Apartamento,0.8,Climatização,Mediano
479,361.1,1,5,Casa,0.9,Climatização,Mediano
480,541.1,1,17,Apartamento,7.8,Climatização,Crítico
481,458.8,1,20,Apartamento,1.4,Eletrodomésticos,Crítico
482,660.5,0,21,Comercial,1.0,Iluminação,Excelente
483,795.2,0,9,Comercial,7.0,Iluminação,Excelente
484,626.0,0,19,Casa,9.0,Tecnologia,Mediano
485,312.3,0,8,Apartamento,8.5,Refrigeração,Bom
486,763.6,1,13,Comercial,4.7,Climatização,Ruim
487,474.7,0,25,Apartamento,7.1,Climatização,Ruim
488,659.7,0,15,Casa,11.8,Climatização,Mediano
489,708.6,0,24,Casa,3.3,Tecnologia,Mediano
490,644.9,1,6,Comercial,5.8,Refrigeração,Mediano
491,761.9,1,6,Comercial,11.9,Eletrodomésticos,Ruim
492,507.4,0,21,Casa,5.3,Serviços,Bom
493,531.4,1,13,Casa,7.5,Climatização,Ruim
494,348.1,0,6,Casa,0.4,Iluminação,Excelente
495,678.8,1,4,Comercial,6.5,Refrigeração,Mediano
496,816.1,0,10,Comercial,10.7,Outros,Bom
497,365.9,0,18,Apartamento,0.7,Climatização,Bom
498,723.7,1,12,Comercial,0.9,Refrigeração,Mediano
499,744.6,0,13,Comercial,7.7,Outros,Bom
500,885.4,1,11,Comercial,12.0,Climatização,Ruim
501,713.4,0,23,Casa,11.5,Tecnologia,Ruim
502,327.4,0,12,Apartamento,1.8,Tecnologia,Excelente
503,756.8,1,17,Comercial,0.5,Refrigeração,Mediano
504,282.8,1,2,Apartamento,5.5,Iluminação,Mediano
505,757.1,1,8,Comercial,9.9,Eletrodomésticos,Ruim
506,423.5,0,12,Casa,1.5,Eletrodomésticos,Excelente
507,559.4,1,14,Apartamento,10.2,Iluminação,Crítico
508,303.4,0,21,Apartamento,0.3,Climatização,Bom
509,541.7,0,14,Casa,6.2,Eletrodomésticos,Bom
510,387.4,1,5,Casa,2.3,Climatização,Mediano
511,470.6,0,15,Apartamento,7.4,Refrigeração,Mediano
512,323.7,0,16,Apartamento,1.9,Climatização,Bom
513,623.2,0,22,Apartamento,11.9,Eletrodomésticos,Crítico
514,779.4,1,17,Comercial,7.4,Climatização,Ruim
515,602.0,1,14,Casa,11.4,Refrigeração,Crítico
516,884.7,0,24,Comercial,2.6,Iluminação,Bom
517,414.1,1,17,Apartamento,0.4,Tecnologia,Ruim
518,695.7,1,25,Apartamento,10.3,Eletrodomésticos,Crítico
519,327.9,1,5,Casa,1.4,Refrigeração,Mediano
520,732.3,0,6,Comercial,10.3,Refrigeração,Excelente
521,770.2,1,23,Casa,10.9,Eletrodomésticos,Crítico
522,828.4,1,14,Comercial,8.7,Climatização,Ruim
523,825.0,1,24,Comercial,3.8,Climatização,Ruim
524,291.9,1,11,Apartamento,4.4,Iluminação,Ruim
525,765.2,0,18,Comercial,3.1,Refrigeração,Bom
526,643.3,1,19,Casa,10.1,Refrigeração,Crítico
527,513.3,0,18,Casa,11.2,Refrigeração,Mediano
528,764.7,1,17,Comercial,1.9,Tecnologia,Ruim
529,562.6,1,22,Casa,0.6,Climatização,Ruim
530,728.9,1,19,Casa,10.2,Tecnologia,Crítico
531,337.4,0,3,Casa,5.4,Refrigeração,Excelente
532,426.8,1,17,Apartamento,2.9,Outros,Crítico
533,772.8,1,13,Comercial,4.2,Iluminação,Ruim
534,724.4,1,13,Comercial,3.5,Climatização,Mediano
535,388.2,0,13,Apartamento,3.9,Climatização,Bom
536,545.3,1,7,Casa,8.3,Serviços,Ruim
537,341.4,1,13,Apartamento,0.3,Refrigeração,Ruim
538,497.1,0,20,Casa,3.3,Serviços,Bom
539,686.2,0,13,Comercial,1.1,Tecnologia,Excelente
540,652.9,1,7,Comercial,2.1,Climatização,Mediano
541,575.4,1,3,Comercial,3.1,Eletrodomésticos,Bom
542,754.1,1,21,Comercial,1.2,Eletrodomésticos,Ruim
543,217.4,0,2,Apartamento,1.5,Outros,Excelente
544,539.4,1,24,Apartamento,8.5,Iluminação,Crítico
545,983.8,0,24,Comercial,6.4,Iluminação,Mediano
546,751.7,1,7,Comercial,8.0,Tecnologia,Ruim
547,314.9,0,3,Casa,4.6,Outros,Excelente
548,687.2,0,1,Comercial,10.8,Iluminação,Excelente
549,688.2,0,17,Comercial,0.6,Eletrodomésticos,Excelente
550,635.9,0,10,Comercial,0.2,Climatização,Excelente
551,497.6,1,4,Casa,11.1,Outros,Ruim
552,699.9,0,3,Comercial,7.0,Climatização,Excelente
553,405.7,0,2,Casa,5.8,Serviços,Excelente
554,482.4,1,17,Apartamento,11.3,Refrigeração,Crítico
555,254.1,0,2,Apartamento,5.4,Climatização,Excelente
556,478.6,0,13,Apartamento,7.6,Serviços,Mediano
557,763.3,0,20,Comercial,2.7,Refrigeração,Bom
558,635.4,1,1,Comercial,5.6,Climatização,Mediano
559,928.1,1,23,Comercial,7.8,Refrigeração,Crítico
560,530.1,0,17,Casa,7.8,Outros,Bom
561,442.8,0,5,Apartamento,11.8,Eletrodomésticos,Mediano
562,338.1,1,1,Casa,1.7,Eletrodomésticos,Bom
563,233.3,1,1,Apartamento,0.3,Iluminação,Bom
564,399.7,1,5,Casa,3.6,Serviços,Mediano
565,354.7,0,9,Casa,0.9,Refrigeração,Excelente
566,326.0,1,3,Casa,1.4,Iluminação,Bom
567,558.6,0,23,Casa,9.3,Climatização,Mediano
568,380.4,1,4,Apartamento,9.7,Eletrodomésticos,Ruim
569,351.9,0,5,Casa,2.4,Eletrodomésticos,Excelente
570,696.5,1,1,Comercial,6.5,Refrigeração,Mediano
571,384.9,1,14,Apartamento,2.7,Tecnologia,Ruim
572,609.5,1,5,Comercial,0.1,Refrigeração,Bom
573,740.6,0,11,Comercial,7.2,Climatização,Excelente
574,319.0,1,16,Apartamento,0.1,Outros,Ruim
575,443.0,0,9,Casa,0.5,Refrigeração,Excelente
576,418.9,1,4,Casa,1.3,Iluminação,Mediano
577,757.5,1,18,Casa,9.7,Serviços,Crítico
578,716.8,0,12,Comercial,6.8,Climatização,Excelente
579,718.5,0,23,Casa,9.6,Eletrodomésticos,Ruim
580,509.0,1,17,Apartamento,4.5,Iluminação,Crítico
581,841.9,1,23,Comercial,4.6,Refrigeração,Ruim
582,322.0,1,5,Apartamento,4.2,Iluminação,Mediano
583,823.9,1,14,Comercial,5.6,Refrigeração,Ruim
584,415.4,0,7,Casa,3.8,Iluminação,Excelente
585,453.3,0,9,Casa,3.5,Iluminação,Excelente
586,829.6,0,23,Comercial,4.5,Refrigeração,Bom
587,671.1,0,25,Casa,10.7,Refrigeração,Ruim
588,388.1,1,19,Apartamento,3.7,Tecnologia,Crítico
589,734.7,0,14,Comercial,6.7,Climatização,Bom
590,912.3,1,23,Comercial,3.3,Climatização,Ruim
591,770.5,1,17,Comercial,2.0,Climatização,Ruim
592,509.3,1,2,Casa,9.8,Iluminação,Ruim
593,371.5,1,5,Casa,0.8,Iluminação,Mediano
594,305.4,0,4,Casa,1.5,Tecnologia,Excelente
595,781.2,0,25,Comercial,2.0,Refrigeração,Bom
596,709.6,1,9,Comercial,6.7,Tecnologia,Mediano
597,840.9,1,20,Comercial,1.8,Climatização,Ruim
598,444.4,0,12,Casa,1.6,Outros,Excelente
599,522.4,1,8,Casa,7.3,Serviços,Ruim
600,811.9,1,20,Comercial,0.5,Climatização,Ruim
601,456.7,0,18,Apartamento,8.8,Iluminação,Mediano
602,401.1,1,4,Casa,5.9,Eletrodomésticos,Mediano
603,828.5,1,23,Comercial,0.5,Eletrodomésticos,Ruim
604,418.3,0,20,Apartamento,1.4,Outros,Bom
605,642.4,1,8,Comercial,1.4,Eletrodomésticos,Mediano
606,432.1,1,12,Apartamento,7.0,Refrigeração,Crítico
607,604.6,0,5,Comercial,2.2,Climatização,Excelente
608,394.0,1,20,Apartamento,0.8,Serviços,Crítico
609,333.8,1,3,Apartamento,8.8,Refrigeração,Ruim
610,393.9,1,7,Apartamento,7.1,Refrigeração,Ruim
611,411.3,0,22,Apartamento,1.4,Climatização,Mediano
612,362.3,1,1,Casa,0.4,Tecnologia,Bom
613,684.0,1,22,Casa,8.9,Eletrodomésticos,Crítico
614,911.1,0,25,Comercial,9.2,Climatização,Mediano
615,701.8,1,12,Comercial,3.8,Refrigeração,Mediano
616,816.5,0,25,Comercial,3.5,Climatização,Bom
617,352.9,1,12,Apartamento,3.7,Climatização,Ruim
618,751.4,0,12,Comercial,4.4,Refrigeração,Excelente
619,612.8,0,10,Comercial,1.5,Climatização,Excelente
620,145.9,0,1,Apartamento,0.7,Serviços,Excelente
621,356.7,0,2,Casa,9.8,Iluminação,Excelente
622,632.7,0,24,Casa,0.1,Eletrodomésticos,Bom
623,604.6,0,16,Casa,6.3,Refrigeração,Bom
624,562.9,0,13,Casa,7.3,Serviços,Bom
625,409.3,1,6,Casa,5.2,Serviços,Mediano
626,315.6,0,1,Apartamento,9.3,Tecnologia,Excelente
627,338.3,0,6,Apartamento,6.9,Tecnologia,Bom
628,737.2,1,7,Comercial,7.0,Iluminação,Mediano
629,362.5,0,8,Apartamento,10.4,Outros,Bom
630,169.0,0,3,Apartamento,0.5,Climatização,Excelente
631,378.9,0,13,Apartamento,8.9,Tecnologia,Mediano
632,276.4,0,7,Apartamento,2.6,Eletrodomésticos,Excelente
633,743.6,1,9,Comercial,8.2,Climatização,Ruim
634,295.3,0,3,Apartamento,7.6,Serviços,Excelente
635,520.8,1,6,Casa,5.9,Eletrodomésticos,Ruim
636,448.1,1,1,Casa,7.5,Serviços,Mediano
637,901.6,0,21,Comercial,9.8,Tecnologia,Mediano
638,302.8,1,6,Apartamento,5.1,Climatização,Mediano
639,485.1,0,8,Casa,10.3,Eletrodomésticos,Bom
640,701.5,0,24,Casa,11.5,Outros,Ruim
641,443.9,0,1,Casa,10.1,Eletrodomésticos,Excelente
642,283.2,1,3,Apartamento,3.6,Climatização,Mediano
643,308.8,0,1,Casa,1.5,Serviços,Excelente
644,586.9,1,22,Casa,3.8,Eletrodomésticos,Crítico
645,454.9,1,18,Apartamento,9.4,Iluminação,Crítico
646,645.4,1,5,Comercial,3.6,Refrigeração,Mediano
647,838.5,1,11,Comercial,11.1,Climatização,Ruim
648,742.4,0,18,Comercial,0.1,Climatização,Excelente
649,788.4,0,13,Comercial,8.4,Refrigeração,Bom
650,524.8,1,23,Casa,0.1,Outros,Ruim
651,502.8,1,15,Apartamento,6.1,Eletrodomésticos,Crítico
652,802.1,1,25,Casa,10.4,Outros,Crítico
653,592.0,1,3,Comercial,2.0,Iluminação,Bom
654,640.4,0,8,Comercial,4.4,Refrigeração,Excelente
655,335.7,0,9,Apartamento,4.5,Climatização,Bom
656,629.7,1,24,Apartamento,8.5,Outros,Crítico
657,451.4,0,2,Casa,11.1,Serviços,Excelente
658,845.8,1,23,Comercial,3.2,Refrigeração,Ruim
659,559.3,0,23,Apartamento,6.2,Iluminação,Ruim
660,563.0,1,22,Apartamento,3.8,Iluminação,Crítico
661,729.7,0,6,Comercial,7.6,Eletrodomésticos,Excelente
662,772.7,1,19,Comercial,3.7,Climatização,Ruim
663,558.2,0,2,Comercial,4.9,Climatização,Excelente
664,322.5,0,4,Casa,0.8,Eletrodomésticos,Excelente
665,510.5,0,16,Casa,4.9,Climatização,Bom
666,418.8,1,11,Apartamento,7.4,Iluminação,Crítico
667,370.3,0,2,Casa,4.3,Refrigeração,Excelente
668,712.3,1,21,Casa,5.9,Outros,Crítico
669,497.3,1,18,Casa,2.6,Outros,Ruim
670,421.3,1,13,Casa,2.6,Eletrodomésticos,Mediano
671,509.2,0,22,Casa,2.0,Serviços,Bom
672,367.0,1,11,Apartamento,3.3,Refrigeração,Ruim
673,391.0,0,7,Apartamento,10.7,Eletrodomésticos,Bom
674,721.5,1,6,Comercial,6.7,Refrigeração,Mediano
675,602.2,1,10,Casa,11.1,Climatização,Crítico
676,385.6,1,7,Apartamento,9.8,Serviços,Crítico
677,530.8,1,18,Apartamento,10.1,Tecnologia,Crítico
678,523.9,1,17,Apartamento,6.5,Eletrodomésticos,Crítico
679,721.9,1,20,Casa,6.3,Refrigeração,Crítico
680,515.0,0,15,Apartamento,11.8,Tecnologia,Ruim
681,335.0,0,5,Apartamento,6.2,Serviços,Excelente
682,400.6,1,9,Casa,3.1,Iluminação,Mediano
683,621.6,1,17,Casa,9.3,Iluminação,Crítico
684,395.1,0,14,Casa,6.1,Refrigeração,Bom
685,494.9,1,8,Casa,10.8,Outros,Ruim
686,340.6,1,6,Apartamento,7.0,Serviços,Ruim
687,274.3,1,5,Apartamento,1.4,Eletrodomésticos,Mediano
688,537.2,0,8,Comercial,0.4,Climatização,Excelente
689,540.8,1,8,Casa,11.8,Outros,Crítico
690,517.5,1,12,Casa,3.5,Climatização,Ruim
691,638.4,1,2,Comercial,4.2,Refrigeração,Mediano
692,773.9,0,24,Comercial,2.3,Refrigeração,Bom
693,383.4,0,10,Casa,3.9,Refrigeração,Excelente
694,541.9,0,25,Casa,6.3,Climatização,Mediano
695,464.4,0,18,Apartamento,9.3,Eletrodomésticos,Mediano
696,380.7,1,10,Apartamento,3.6,Iluminação,Ruim
697,369.5,0,20,Apartamento,0.1,Eletrodomésticos,Bom
698,867.5,0,7,Comercial,11.5,Tecnologia,Bom
699,674.3,0,19,Casa,11.7,Outros,Mediano
700,759.4,0,19,Comercial,6.9,Climatização,Bom
701,783.9,1,20,Comercial,8.3,Climatização,Crítico
702,642.2,1,21,Casa,8.3,Serviços,Crítico
703,376.9,0,6,Casa,6.3,Outros,Excelente
704,402.1,1,13,Apartamento,6.8,Refrigeração,Crítico
705,390.8,0,2,Casa,8.3,Climatização,Excelente
706,532.5,1,8,Casa,8.3,Refrigeração,Ruim
707,972.7,1,20,Comercial,9.9,Eletrodomésticos,Crítico
708,584.9,1,25,Apartamento,7.4,Tecnologia,Crítico
709,387.5,0,4,Casa,6.0,Eletrodomésticos,Excelente
710,373.6,0,20,Apartamento,0.4,Serviços,Bom
711,547.1,1,7,Casa,10.7,Serviços,Ruim
712,304.8,0,16,Apartamento,0.3,Climatização,Excelente
713,277.3,0,1,Apartamento,9.3,Serviços,Excelente
714,756.4,0,17,Comercial,5.9,Serviços,Bom
715,485.8,0,15,Apartamento,10.9,Outros,Mediano
716,770.1,0,13,Comercial,6.6,Refrigeração,Bom
717,617.0,0,22,Casa,10.2,Outros,Mediano
718,601.7,1,22,Casa,4.2,Refrigeração,Crítico
719,609.6,0,10,Comercial,9.5,Climatização,Excelente
720,337.5,1,5,Apartamento,10.5,Tecnologia,Ruim
721,828.5,0,20,Comercial,7.9,Refrigeração,Bom
722,759.6,1,23,Casa,7.1,Eletrodomésticos,Crítico
723,513.9,0,14,Casa,6.5,Tecnologia,Bom
724,818.9,0,13,Comercial,8.7,Climatização,Bom
725,485.0,1,17,Apartamento,7.6,Serviços,Crítico
726,460.9,0,16,Casa,0.7,Climatização,Excelente
727,383.0,0,4,Casa,5.1,Climatização,Excelente
728,335.0,0,3,Apartamento,9.5,Eletrodomésticos,Bom
729,613.9,0,11,Comercial,3.9,Tecnologia,Excelente
730,780.9,1,20,Comercial,0.5,Refrigeração,Ruim
731,445.3,0,14,Apartamento,10.6,Eletrodomésticos,Mediano
732,339.4,0,11,Apartamento,6.3,Tecnologia,Bom
733,397.8,1,8,Apartamento,6.8,Iluminação,Ruim
734,510.4,0,19,Casa,1.9,Iluminação,Bom
735,344.5,0,2,Casa,6.9,Refrigeração,Excelente
736,677.6,1,10,Comercial,2.2,Outros,Mediano
737,665.0,0,9,Comercial,2.9,Iluminação,Excelente
738,475.5,0,5,Casa,8.7,Tecnologia,Bom
739,297.1,0,5,Apartamento,5.9,Outros,Excelente
740,343.2,0,13,Apartamento,5.5,Outros,Bom
741,777.0,0,18,Comercial,11.4,Eletrodomésticos,Mediano
742,614.5,1,13,Casa,4.3,Eletrodomésticos,Ruim
743,573.5,1,14,Casa,7.0,Eletrodomésticos,Crítico
744,723.1,0,14,Comercial,1.0,Eletrodomésticos,Excelente
745,483.4,1,11,Apartamento,6.9,Outros,Crítico
746,643.0,0,7,Comercial,4.6,Climatização,Excelente
747,453.6,1,4,Casa,6.6,Eletrodomésticos,Mediano
748,422.1,0,24,Casa,0.6,Outros,Bom
749,891.4,1,17,Comercial,5.8,Outros,Ruim
750,588.1,1,1,Comercial,2.7,Iluminação,Bom
751,732.7,1,8,Comercial,8.2,Climatização,Ruim
752,463.7,0,15,Apartamento,6.3,Iluminação,Mediano
753,327.8,1,7,Apartamento,3.1,Tecnologia,Mediano
754,270.2,0,4,Apartamento,8.0,Tecnologia,Excelente
755,765.9,0,18,Comercial,0.9,Climatização,Excelente
756,389.8,0,9,Apartamento,5.8,Outros,Bom
757,577.7,1,17,Apartamento,11.5,Climatização,Crítico
758,754.9,1,9,Comercial,7.1,Refrigeração,Ruim
759,473.2,0,16,Casa,0.5,Serviços,Excelente
760,628.1,1,24,Apartamento,8.4,Eletrodomésticos,Crítico
761,885.0,1,12,Comercial,11.3,Refrigeração,Ruim
762,540.0,1,7,Casa,6.7,Eletrodomésticos,Ruim
763,620.2,1,1,Comercial,11.0,Refrigeração,Mediano
764,417.6,0,4,Casa,3.6,Eletrodomésticos,Excelente
765,431.7,1,9,Apartamento,5.0,Iluminação,Ruim
766,336.5,0,18,Apartamento,3.6,Serviços,Bom
767,358.4,1,1,Casa,1.1,Serviços,Bom
768,624.3,1,18,Casa,3.8,Refrigeração,Crítico
769,800.9,1,6,Comercial,9.5,Refrigeração,Ruim
770,471.6,0,5,Comercial,0.0,Climatização,Excelente
771,614.3,0,23,Casa,11.7,Tecnologia,Ruim
772,547.3,1,25,Apartamento,1.4,Refrigeração,Crítico
773,645.6,1,21,Casa,6.7,Eletrodomésticos,Crítico
774,656.9,0,5,Comercial,7.5,Outros,Excelente
775,534.5,0,19,Casa,0.3,Refrigeração,Bom
776,445.7,1,15,Apartamento,2.8,Climatização,Crítico
777,575.8,1,3,Casa,11.3,Climatização,Ruim
778,736.4,0,13,Comercial,9.1,Climatização,Bom
779,399.6,0,22,Apartamento,2.0,Iluminação,Mediano
780,380.3,1,12,Apartamento,4.1,Refrigeração,Ruim
781,752.0,1,16,Comercial,2.2,Refrigeração,Ruim
782,823.6,0,18,Comercial,7.6,Eletrodomésticos,Bom
783,245.6,0,4,Apartamento,1.3,Climatização,Excelente
784,668.1,1,7,Comercial,0.6,Refrigeração,Mediano
785,278.0,0,10,Apartamento,3.9,Iluminação,Excelente
786,634.8,0,19,Casa,5.5,Eletrodomésticos,Mediano
787,553.3,1,17,Apartamento,10.5,Tecnologia,Crítico
788,770.4,1,20,Comercial,4.0,Serviços,Ruim
789,638.9,0,18,Casa,5.6,Serviços,Mediano
790,882.5,1,17,Comercial,10.2,Refrigeração,Crítico
791,419.4,1,14,Casa,3.6,Tecnologia,Ruim
792,473.0,1,5,Casa,9.0,Climatização,Ruim
793,284.3,0,2,Apartamento,8.8,Iluminação,Excelente
794,577.9,0,6,Comercial,1.4,Climatização,Excelente
795,505.1,0,16,Casa,3.7,Iluminação,Bom
796,535.0,1,14,Casa,6.2,Outros,Ruim
797,443.5,0,15,Apartamento,7.2,Climatização,Mediano
798,420.9,1,18,Apartamento,4.3,Tecnologia,Crítico
799,440.7,0,15,Apartamento,6.1,Outros,Mediano
800,647.2,0,14,Comercial,0.0,Climatização,Excelente
801,511.6,1,14,Casa,4.7,Climatização,Ruim
802,419.5,1,21,Apartamento,1.4,Eletrodomésticos,Crítico
803,345.0,0,3,Apartamento,6.2,Climatização,Excelente
804,553.0,1,7,Casa,10.3,Outros,Ruim
805,250.1,0,13,Apartamento,1.0,Climatização,Excelente
806,709.3,0,13,Comercial,5.8,Refrigeração,Excelente
807,517.6,1,17,Apartamento,11.8,Climatização,Crítico
808,534.3,1,13,Casa,8.8,Iluminação,Crítico
809,249.8,0,7,Apartamento,3.2,Outros,Excelente
810,631.1,0,25,Casa,10.4,Eletrodomésticos,Ruim
811,234.9,0,1,Casa,0.4,Iluminação,Excelente
812,465.7,1,10,Apartamento,6.2,Refrigeração,Crítico
813,959.3,1,20,Comercial,5.7,Climatização,Crítico
814,505.2,0,18,Apartamento,8.8,Eletrodomésticos,Ruim
815,538.0,0,23,Casa,4.4,Serviços,Mediano
816,823.5,0,21,Comercial,4.1,Climatização,Bom
817,879.5,1,15,Comercial,11.4,Iluminação,Crítico
818,536.9,1,17,Apartamento,8.3,Tecnologia,Crítico
819,550.8,0,21,Casa,3.9,Climatização,Bom
820,354.9,1,4,Casa,2.3,Outros,Mediano
821,496.0,1,19,Apartamento,1.4,Refrigeração,Crítico
822,489.7,0,21,Apartamento,2.8,Eletrodomésticos,Mediano
823,465.3,0,19,Apartamento,11.0,Serviços,Ruim
824,448.6,0,10,Casa,5.0,Iluminação,Excelente
825,828.0,1,17,Comercial,6.9,Climatização,Ruim
826,424.0,0,18,Apartamento,4.1,Serviços,Mediano
827,486.6,1,13,Apartamento,4.9,Refrigeração,Crítico
828,248.7,0,8,Apartamento,1.8,Iluminação,Excelente
829,445.3,0,17,Apartamento,7.8,Climatização,Mediano
830,659.7,0,8,Comercial,10.4,Climatização,Excelente
831,308.3,1,4,Apartamento,8.1,Eletrodomésticos,Ruim
832,633.4,0,19,Casa,8.3,Refrigeração,Mediano
833,497.4,1,17,Apartamento,6.1,Serviços,Crítico
834,653.9,1,1,Comercial,2.7,Tecnologia,Bom
835,390.4,1,11,Apartamento,2.9,Outros,Ruim
836,566.6,1,16,Casa,6.2,Serviços,Crítico
837,558.4,1,11,Casa,3.5,Serviços,Ruim
838,426.6,0,11,Casa,4.7,Outros,Excelente
839,795.7,0,23,Comercial,7.1,Outros,Bom
840,957.3,1,15,Comercial,8.0,Climatização,Ruim
841,422.4,0,13,Apartamento,3.7,Iluminação,Bom
842,708.4,0,11,Comercial,6.7,Iluminação,Excelente
843,807.3,1,21,Casa,11.5,Serviços,Crítico
844,387.6,1,7,Apartamento,4.5,Climatização,Ruim
845,504.0,0,19,Apartamento,11.5,Climatização,Ruim
846,344.2,1,9,Apartamento,3.3,Outros,Ruim
847,743.2,0,11,Comercial,9.8,Iluminação,Bom
848,384.0,0,16,Apartamento,5.5,Serviços,Bom
849,650.7,0,7,Comercial,1.1,Refrigeração,Excelente
850,709.8,0,18,Comercial,2.8,Refrigeração,Excelente
851,483.4,1,10,Casa,4.8,Refrigeração,Ruim
852,639.1,1,6,Comercial,0.1,Climatização,Bom
853,278.7,1,7,Apartamento,2.1,Iluminação,Mediano
854,570.5,0,5,Comercial,1.0,Refrigeração,Excelente
855,895.4,1,22,Comercial,2.3,Climatização,Ruim
856,583.7,0,24,Apartamento,7.9,Outros,Ruim
857,894.3,1,25,Comercial,7.9,Refrigeração,Crítico
858,782.2,1,4,Comercial,11.1,Climatização,Ruim
859,619.2,1,5,Comercial,2.1,Refrigeração,Mediano
860,1011.1,1,18,Comercial,11.7,Iluminação,Crítico
861,509.5,0,14,Casa,5.8,Climatização,Bom
862,464.8,1,7,Casa,3.2,Refrigeração,Mediano
863,857.3,0,18,Comercial,10.7,Tecnologia,Mediano
864,866.9,1,11,Comercial,7.8,Climatização,Ruim
865,477.0,0,24,Apartamento,6.7,Outros,Ruim
866,395.3,1,14,Apartamento,1.9,Iluminação,Ruim
867,797.8,1,14,Comercial,7.1,Iluminação,Ruim
868,446.7,0,18,Apartamento,5.6,Iluminação,Mediano
869,467.2,1,8,Apartamento,9.5,Tecnologia,Crítico
870,482.4,0,9,Casa,9.2,Climatização,Bom
871,523.2,0,22,Apartamento,6.0,Serviços,Ruim
872,645.6,0,17,Comercial,0.1,Refrigeração,Excelente
873,688.7,0,6,Comercial,11.9,Climatização,Bom
874,269.4,1,8,Apartamento,0.3,Outros,Mediano
875,524.0,0,15,Casa,7.6,Refrigeração,Bom
876,716.6,0,23,Casa,11.9,Serviços,Ruim
877,674.9,1,6,Comercial,5.4,Refrigeração,Mediano
878,840.5,1,22,Comercial,9.5,Refrigeração,Crítico
879,414.7,1,4,Apartamento,10.6,Climatização,Crítico
880,739.5,1,18,Casa,11.6,Refrigeração,Crítico
881,250.6,0,1,Apartamento,5.6,Eletrodomésticos,Excelente
882,639.5,1,25,Casa,3.4,Outros,Crítico
883,413.3,1,8,Apartamento,6.5,Climatização,Ruim
884,710.0,1,21,Casa,9.0,Outros,Crítico
885,942.2,1,19,Comercial,6.4,Serviços,Crítico
886,527.4,0,9,Casa,11.7,Outros,Bom
887,434.3,1,13,Apartamento,9.8,Iluminação,Crítico
888,683.7,1,6,Comercial,3.1,Refrigeração,Mediano
889,597.8,1,22,Casa,7.4,Serviços,Crítico
890,415.0,1,8,Casa,0.6,Eletrodomésticos,Mediano
891,453.1,0,24,Apartamento,2.9,Refrigeração,Mediano
892,276.9,0,2,Casa,0.5,Eletrodomésticos,Excelente
893,807.6,1,9,Comercial,9.1,Climatização,Ruim
894,448.7,1,3,Apartamento,10.0,Eletrodomésticos,Crítico
895,491.2,1,12,Apartamento,9.5,Tecnologia,Crítico
896,863.8,1,23,Comercial,5.6,Refrigeração,Crítico
897,732.9,0,10,Comercial,6.2,Climatização,Excelente
898,702.1,0,23,Casa,7.0,Eletrodomésticos,Mediano
899,330.1,0,8,Apartamento,4.8,Outros,Bom
900,287.5,0,2,Apartamento,6.0,Refrigeração,Excelente
901,822.0,0,18,Comercial,6.4,Refrigeração,Bom
902,524.7,1,18,Apartamento,9.5,Tecnologia,Crítico
903,503.3,0,11,Casa,5.7,Refrigeração,Bom
904,549.1,0,22,Casa,7.8,Eletrodomésticos,Mediano
905,651.5,0,4,Comercial,8.4,Climatização,Excelente
906,375.4,0,13,Apartamento,4.7,Outros,Bom
907,421.4,0,11,Apartamento,6.8,Eletrodomésticos,Bom
908,869.3,1,23,Comercial,6.1,Iluminação,Crítico
909,717.9,1,1,Comercial,10.0,Climatização,Mediano
910,512.4,0,10,Casa,8.7,Climatização,Bom
911,652.6,1,4,Comercial,5.2,Outros,Mediano
912,745.3,1,22,Casa,8.9,Tecnologia,Crítico
913,451.9,1,6,Apartamento,11.9,Climatização,Crítico
914,381.0,1,4,Apartamento,9.5,Climatização,Ruim
915,562.0,1,25,Casa,2.3,Outros,Crítico
916,481.9,1,7,Casa,7.2,Iluminação,Ruim
917,556.3,1,9,Casa,9.4,Eletrodomésticos,Ruim
918,566.7,1,11,Casa,10.1,Climatização,Crítico
919,404.8,1,7,Casa,2.9,Serviços,Mediano
920,808.7,1,23,Comercial,1.2,Refrigeração,Ruim
921,744.2,0,9,Comercial,8.7,Eletrodomésticos,Excelente
922,379.6,1,8,Apartamento,6.9,Iluminação,Ruim
923,649.7,1,24,Apartamento,9.1,Iluminação,Crítico
